suplier_id,middle_num,end_num,chazhi,bili,,,,,,,,,,,,,
6935,0,6,-6,-1,,,,,,,,,,,,,
7255,0,6,-6,-1,,,,,,,,,,,,,
7327,0,6,-6,-1,,,,,,,,,,,,,
10193,0,6,-6,-1,,,,,,,,,,,,,
13235,0,6,-6,-1,,,,,,,,,,,,,
35861,0,6,-6,-1,,,,,,,,,,,,,
43965,0,6,-6,-1,,,,,,,,,,,,,
60235,0,6,-6,-1,,,,,,,,,,,,,
64329,0,6,-6,-1,,,,,,,,,,,,,
66156,0,6,-6,-1,,,,,,,,,,,,,
69704,0,6,-6,-1,,,,,,,,,,,,,
79566,0,6,-6,-1,,,,,,,,,,,,,
93379,0,6,-6,-1,,,,,,,,,,,,,
96420,0,6,-6,-1,,,,,,,,,,,,,
100127,0,6,-6,-1,,,,,,,,,,,,,
100586,0,6,-6,-1,,,,,,,,,,,,,
114858,0,6,-6,-1,,,,,,,,,,,,,
120803,0,6,-6,-1,,,,,,,,,,,,,
131581,0,6,-6,-1,,,,,,,,,,,,,
140857,0,6,-6,-1,,,,,,,,,,,,,
150473,0,6,-6,-1,,,,,,,,,,,,,
557,0,5,-5,-1,,,,,,,,,,,,,
1251,0,5,-5,-1,,,,,,,,,,,,,
1387,0,5,-5,-1,,,,,,,,,,,,,
1390,0,5,-5,-1,,,,,,,,,,,,,
1439,0,5,-5,-1,,,,,,,,,,,,,
2258,0,5,-5,-1,,,,,,,,,,,,,
3585,0,5,-5,-1,,,,,,,,,,,,,
8320,0,5,-5,-1,,,,,,,,,,,,,
8704,0,5,-5,-1,,,,,,,,,,,,,
10473,0,5,-5,-1,,,,,,,,,,,,,
13203,0,5,-5,-1,,,,,,,,,,,,,
17531,0,5,-5,-1,,,,,,,,,,,,,
22720,0,5,-5,-1,,,,,,,,,,,,,
42255,0,5,-5,-1,,,,,,,,,,,,,
48706,0,5,-5,-1,,,,,,,,,,,,,
50279,0,5,-5,-1,,,,,,,,,,,,,
56411,0,5,-5,-1,,,,,,,,,,,,,
59699,0,5,-5,-1,,,,,,,,,,,,,
61049,0,5,-5,-1,,,,,,,,,,,,,
67657,0,5,-5,-1,,,,,,,,,,,,,
71798,0,5,-5,-1,,,,,,,,,,,,,
82503,0,5,-5,-1,,,,,,,,,,,,,
91147,0,5,-5,-1,,,,,,,,,,,,,
94551,0,5,-5,-1,,,,,,,,,,,,,
98181,0,5,-5,-1,,,,,,,,,,,,,
115618,0,5,-5,-1,,,,,,,,,,,,,
121979,0,5,-5,-1,,,,,,,,,,,,,
132333,0,5,-5,-1,,,,,,,,,,,,,
133983,0,5,-5,-1,,,,,,,,,,,,,
135860,0,5,-5,-1,,,,,,,,,,,,,
137476,0,5,-5,-1,,,,,,,,,,,,,
146493,0,5,-5,-1,,,,,,,,,,,,,
150002,0,5,-5,-1,,,,,,,,,,,,,
152776,0,5,-5,-1,,,,,,,,,,,,,
164171,0,5,-5,-1,,,,,,,,,,,,,
74,0,4,-4,-1,,,,,,,,,,,,,
131,0,4,-4,-1,,,,,,,,,,,,,
363,0,4,-4,-1,,,,,,,,,,,,,
419,0,4,-4,-1,,,,,,,,,,,,,
637,0,4,-4,-1,,,,,,,,,,,,,
644,0,4,-4,-1,,,,,,,,,,,,,
839,0,4,-4,-1,,,,,,,,,,,,,
963,0,4,-4,-1,,,,,,,,,,,,,
1454,0,4,-4,-1,,,,,,,,,,,,,
1563,0,4,-4,-1,,,,,,,,,,,,,
1598,0,4,-4,-1,,,,,,,,,,,,,
3432,0,4,-4,-1,,,,,,,,,,,,,
4440,0,4,-4,-1,,,,,,,,,,,,,
4518,0,4,-4,-1,,,,,,,,,,,,,
5814,0,4,-4,-1,,,,,,,,,,,,,
5913,0,4,-4,-1,,,,,,,,,,,,,
6088,0,4,-4,-1,,,,,,,,,,,,,
6419,0,4,-4,-1,,,,,,,,,,,,,
6531,0,4,-4,-1,,,,,,,,,,,,,
6598,0,4,-4,-1,,,,,,,,,,,,,
6910,0,4,-4,-1,,,,,,,,,,,,,
12930,0,4,-4,-1,,,,,,,,,,,,,
13735,0,4,-4,-1,,,,,,,,,,,,,
21035,0,4,-4,-1,,,,,,,,,,,,,
21466,0,4,-4,-1,,,,,,,,,,,,,
23538,0,4,-4,-1,,,,,,,,,,,,,
25493,0,4,-4,-1,,,,,,,,,,,,,
28815,0,4,-4,-1,,,,,,,,,,,,,
31477,0,4,-4,-1,,,,,,,,,,,,,
35776,0,4,-4,-1,,,,,,,,,,,,,
39628,0,4,-4,-1,,,,,,,,,,,,,
43123,0,4,-4,-1,,,,,,,,,,,,,
48697,0,4,-4,-1,,,,,,,,,,,,,
54308,0,4,-4,-1,,,,,,,,,,,,,
60683,0,4,-4,-1,,,,,,,,,,,,,
66111,0,4,-4,-1,,,,,,,,,,,,,
69799,0,4,-4,-1,,,,,,,,,,,,,
70582,0,4,-4,-1,,,,,,,,,,,,,
70779,0,4,-4,-1,,,,,,,,,,,,,
71975,0,4,-4,-1,,,,,,,,,,,,,
71982,0,4,-4,-1,,,,,,,,,,,,,
72751,0,4,-4,-1,,,,,,,,,,,,,
76510,0,4,-4,-1,,,,,,,,,,,,,
78333,0,4,-4,-1,,,,,,,,,,,,,
85336,0,4,-4,-1,,,,,,,,,,,,,
92719,0,4,-4,-1,,,,,,,,,,,,,
97206,0,4,-4,-1,,,,,,,,,,,,,
100018,0,4,-4,-1,,,,,,,,,,,,,
100390,0,4,-4,-1,,,,,,,,,,,,,
104440,0,4,-4,-1,,,,,,,,,,,,,
110435,0,4,-4,-1,,,,,,,,,,,,,
112793,0,4,-4,-1,,,,,,,,,,,,,
139445,0,4,-4,-1,,,,,,,,,,,,,
140910,0,4,-4,-1,,,,,,,,,,,,,
142502,0,4,-4,-1,,,,,,,,,,,,,
147772,0,4,-4,-1,,,,,,,,,,,,,
148587,0,4,-4,-1,,,,,,,,,,,,,
158760,0,4,-4,-1,,,,,,,,,,,,,
164129,0,4,-4,-1,,,,,,,,,,,,,
164825,0,4,-4,-1,,,,,,,,,,,,,
179003,0,4,-4,-1,,,,,,,,,,,,,
81,0,3,-3,-1,,,,,,,,,,,,,
109,0,3,-3,-1,,,,,,,,,,,,,
152,0,3,-3,-1,,,,,,,,,,,,,
506,0,3,-3,-1,,,,,,,,,,,,,
635,0,3,-3,-1,,,,,,,,,,,,,
643,0,3,-3,-1,,,,,,,,,,,,,
823,0,3,-3,-1,,,,,,,,,,,,,
1288,0,3,-3,-1,,,,,,,,,,,,,
1311,0,3,-3,-1,,,,,,,,,,,,,
1319,0,3,-3,-1,,,,,,,,,,,,,
1657,0,3,-3,-1,,,,,,,,,,,,,
1659,0,3,-3,-1,,,,,,,,,,,,,
1858,0,3,-3,-1,,,,,,,,,,,,,
2521,0,3,-3,-1,,,,,,,,,,,,,
3061,0,3,-3,-1,,,,,,,,,,,,,
3579,0,3,-3,-1,,,,,,,,,,,,,
4111,0,3,-3,-1,,,,,,,,,,,,,
5231,0,3,-3,-1,,,,,,,,,,,,,
5235,0,3,-3,-1,,,,,,,,,,,,,
6248,0,3,-3,-1,,,,,,,,,,,,,
6553,0,3,-3,-1,,,,,,,,,,,,,
6592,0,3,-3,-1,,,,,,,,,,,,,
6933,0,3,-3,-1,,,,,,,,,,,,,
7530,0,3,-3,-1,,,,,,,,,,,,,
7872,0,3,-3,-1,,,,,,,,,,,,,
7902,0,3,-3,-1,,,,,,,,,,,,,
8215,0,3,-3,-1,,,,,,,,,,,,,
8216,0,3,-3,-1,,,,,,,,,,,,,
16046,0,3,-3,-1,,,,,,,,,,,,,
22869,0,3,-3,-1,,,,,,,,,,,,,
24091,0,3,-3,-1,,,,,,,,,,,,,
24787,0,3,-3,-1,,,,,,,,,,,,,
30893,0,3,-3,-1,,,,,,,,,,,,,
38547,0,3,-3,-1,,,,,,,,,,,,,
43564,0,3,-3,-1,,,,,,,,,,,,,
45811,0,3,-3,-1,,,,,,,,,,,,,
45923,0,3,-3,-1,,,,,,,,,,,,,
48439,0,3,-3,-1,,,,,,,,,,,,,
50531,0,3,-3,-1,,,,,,,,,,,,,
51913,0,3,-3,-1,,,,,,,,,,,,,
52601,0,3,-3,-1,,,,,,,,,,,,,
53482,0,3,-3,-1,,,,,,,,,,,,,
53509,0,3,-3,-1,,,,,,,,,,,,,
53857,0,3,-3,-1,,,,,,,,,,,,,
56344,0,3,-3,-1,,,,,,,,,,,,,
57715,0,3,-3,-1,,,,,,,,,,,,,
59398,0,3,-3,-1,,,,,,,,,,,,,
62891,0,3,-3,-1,,,,,,,,,,,,,
63075,0,3,-3,-1,,,,,,,,,,,,,
64243,0,3,-3,-1,,,,,,,,,,,,,
64423,0,3,-3,-1,,,,,,,,,,,,,
64589,0,3,-3,-1,,,,,,,,,,,,,
64773,0,3,-3,-1,,,,,,,,,,,,,
68585,0,3,-3,-1,,,,,,,,,,,,,
70782,0,3,-3,-1,,,,,,,,,,,,,
72742,0,3,-3,-1,,,,,,,,,,,,,
73476,0,3,-3,-1,,,,,,,,,,,,,
73688,0,3,-3,-1,,,,,,,,,,,,,
75200,0,3,-3,-1,,,,,,,,,,,,,
75472,0,3,-3,-1,,,,,,,,,,,,,
76934,0,3,-3,-1,,,,,,,,,,,,,
78271,0,3,-3,-1,,,,,,,,,,,,,
79974,0,3,-3,-1,,,,,,,,,,,,,
80118,0,3,-3,-1,,,,,,,,,,,,,
80324,0,3,-3,-1,,,,,,,,,,,,,
81160,0,3,-3,-1,,,,,,,,,,,,,
84461,0,3,-3,-1,,,,,,,,,,,,,
84731,0,3,-3,-1,,,,,,,,,,,,,
84841,0,3,-3,-1,,,,,,,,,,,,,
85742,0,3,-3,-1,,,,,,,,,,,,,
86360,0,3,-3,-1,,,,,,,,,,,,,
90658,0,3,-3,-1,,,,,,,,,,,,,
90825,0,3,-3,-1,,,,,,,,,,,,,
97030,0,3,-3,-1,,,,,,,,,,,,,
97604,0,3,-3,-1,,,,,,,,,,,,,
103387,0,3,-3,-1,,,,,,,,,,,,,
103996,0,3,-3,-1,,,,,,,,,,,,,
109835,0,3,-3,-1,,,,,,,,,,,,,
110694,0,3,-3,-1,,,,,,,,,,,,,
120463,0,3,-3,-1,,,,,,,,,,,,,
120888,0,3,-3,-1,,,,,,,,,,,,,
131757,0,3,-3,-1,,,,,,,,,,,,,
132427,0,3,-3,-1,,,,,,,,,,,,,
132837,0,3,-3,-1,,,,,,,,,,,,,
133405,0,3,-3,-1,,,,,,,,,,,,,
134364,0,3,-3,-1,,,,,,,,,,,,,
135842,0,3,-3,-1,,,,,,,,,,,,,
139111,0,3,-3,-1,,,,,,,,,,,,,
141317,0,3,-3,-1,,,,,,,,,,,,,
141968,0,3,-3,-1,,,,,,,,,,,,,
147072,0,3,-3,-1,,,,,,,,,,,,,
148367,0,3,-3,-1,,,,,,,,,,,,,
152608,0,3,-3,-1,,,,,,,,,,,,,
154162,0,3,-3,-1,,,,,,,,,,,,,
162233,0,3,-3,-1,,,,,,,,,,,,,
165874,0,3,-3,-1,,,,,,,,,,,,,
166294,0,3,-3,-1,,,,,,,,,,,,,
166559,0,3,-3,-1,,,,,,,,,,,,,
167410,0,3,-3,-1,,,,,,,,,,,,,
167607,0,3,-3,-1,,,,,,,,,,,,,
174991,0,3,-3,-1,,,,,,,,,,,,,
24,0,2,-2,-1,,,,,,,,,,,,,
25,0,2,-2,-1,,,,,,,,,,,,,
306,1,1339,-1338,-0.999253174,,,,,,,,,,,,,
13003,1,734,-733,-0.998637602,,,,,,,,,,,,,
392,2,1358,-1356,-0.998527246,,,,,,,,,,,,,
1064,2,1137,-1135,-0.998240985,,,,,,,,,,,,,
944,1,397,-396,-0.997481108,,,,,,,,,,,,,
13369,1,386,-385,-0.997409326,,,,,,,,,,,,,
37792,1,380,-379,-0.997368421,,,,,,,,,,,,,
43725,2,541,-539,-0.996303142,,,,,,,,,,,,,
127,6,1535,-1529,-0.996091205,,,,,,,,,,,,,
12639,3,692,-689,-0.99566474,,,,,,,,,,,,,
1498,3,684,-681,-0.995614035,,,,,,,,,,,,,
10839,4,835,-831,-0.995209581,,,,,,,,,,,,,
389,3,586,-583,-0.994880546,,,,,,,,,,,,,
5118,2,371,-369,-0.994609164,,,,,,,,,,,,,
66639,2,367,-365,-0.994550409,,,,,,,,,,,,,
1897,7,1269,-1262,-0.994483846,,,,,,,,,,,,,
3048,7,1242,-1235,-0.994363929,,,,,,,,,,,,,
32689,1,177,-176,-0.994350282,,,,,,,,,,,,,
4024,8,1276,-1268,-0.993730408,,,,,,,,,,,,,
12819,1,148,-147,-0.993243243,,,,,,,,,,,,,
77467,2,287,-285,-0.993031359,,,,,,,,,,,,,
38392,1,132,-131,-0.992424242,,,,,,,,,,,,,
46596,3,371,-368,-0.991913747,,,,,,,,,,,,,
545,12,1413,-1401,-0.991507431,,,,,,,,,,,,,
5359,3,348,-345,-0.99137931,,,,,,,,,,,,,
592,13,1414,-1401,-0.990806223,,,,,,,,,,,,,
1036,1,106,-105,-0.990566038,,,,,,,,,,,,,
4028,4,384,-380,-0.989583333,,,,,,,,,,,,,
2895,6,557,-551,-0.989228007,,,,,,,,,,,,,
81082,1,91,-90,-0.989010989,,,,,,,,,,,,,
16700,2,182,-180,-0.989010989,,,,,,,,,,,,,
865,3,243,-240,-0.987654321,,,,,,,,,,,,,
173,1,80,-79,-0.9875,,,,,,,,,,,,,
2841,8,632,-624,-0.987341772,,,,,,,,,,,,,
147,49,3846,-3797,-0.98725949,,,,,,,,,,,,,
920,9,703,-694,-0.987197724,,,,,,,,,,,,,
1247,82,5576,-5494,-0.985294118,,,,,,,,,,,,,
6294,2,135,-133,-0.985185185,,,,,,,,,,,,,
5677,40,2677,-2637,-0.985057901,,,,,,,,,,,,,
52968,4,264,-260,-0.984848485,,,,,,,,,,,,,
691,1,59,-58,-0.983050847,,,,,,,,,,,,,
4123,70,4031,-3961,-0.982634582,,,,,,,,,,,,,
30306,60,3415,-3355,-0.982430454,,,,,,,,,,,,,
28326,1,56,-55,-0.982142857,,,,,,,,,,,,,
17759,4,215,-211,-0.981395349,,,,,,,,,,,,,
329,3,144,-141,-0.979166667,,,,,,,,,,,,,
2609,5,233,-228,-0.978540773,,,,,,,,,,,,,
423,37,1510,-1473,-0.975496689,,,,,,,,,,,,,
2231,2,73,-71,-0.97260274,,,,,,,,,,,,,
5466,1,36,-35,-0.972222222,,,,,,,,,,,,,
3460,66,2356,-2290,-0.971986418,,,,,,,,,,,,,
969,43,1525,-1482,-0.971803279,,,,,,,,,,,,,
3507,31,1085,-1054,-0.971428571,,,,,,,,,,,,,
44416,5,173,-168,-0.971098266,,,,,,,,,,,,,
12719,7,241,-234,-0.970954357,,,,,,,,,,,,,
1380,16,549,-533,-0.970856102,,,,,,,,,,,,,
1548,8,265,-257,-0.969811321,,,,,,,,,,,,,
72854,1,32,-31,-0.96875,,,,,,,,,,,,,
137,61,1894,-1833,-0.967793031,,,,,,,,,,,,,
1163,5,150,-145,-0.966666667,,,,,,,,,,,,,
10291,7,206,-199,-0.966019417,,,,,,,,,,,,,
7055,1,29,-28,-0.965517241,,,,,,,,,,,,,
4136,52,1496,-1444,-0.965240642,,,,,,,,,,,,,
399,54,1549,-1495,-0.965138799,,,,,,,,,,,,,
7163,46,1315,-1269,-0.965019011,,,,,,,,,,,,,
3033,6,160,-154,-0.9625,,,,,,,,,,,,,
7442,23,599,-576,-0.961602671,,,,,,,,,,,,,
59855,1,26,-25,-0.961538462,,,,,,,,,,,,,
137322,1,25,-24,-0.96,,,,,,,,,,,,,
998,11,268,-257,-0.958955224,,,,,,,,,,,,,
28539,1,24,-23,-0.958333333,,,,,,,,,,,,,
393,600,12844,-12244,-0.953285581,,,,,,,,,,,,,
6678,4,83,-79,-0.951807229,,,,,,,,,,,,,
11501,2,40,-38,-0.95,,,,,,,,,,,,,
12586,59,1156,-1097,-0.948961938,,,,,,,,,,,,,
805,4,77,-73,-0.948051948,,,,,,,,,,,,,
25108,17,327,-310,-0.948012232,,,,,,,,,,,,,
1033,28,510,-482,-0.945098039,,,,,,,,,,,,,
78085,1,18,-17,-0.944444444,,,,,,,,,,,,,
12999,91,1635,-1544,-0.944342508,,,,,,,,,,,,,
109446,14,251,-237,-0.944223108,,,,,,,,,,,,,
43211,29,496,-467,-0.941532258,,,,,,,,,,,,,
102310,1,17,-16,-0.941176471,,,,,,,,,,,,,
88052,9,152,-143,-0.940789474,,,,,,,,,,,,,
1445,106,1774,-1668,-0.940248027,,,,,,,,,,,,,
6882,38,609,-571,-0.937602627,,,,,,,,,,,,,
40536,1,16,-15,-0.9375,,,,,,,,,,,,,
2464,7,110,-103,-0.936363636,,,,,,,,,,,,,
28,41,644,-603,-0.936335404,,,,,,,,,,,,,
428,68,1035,-967,-0.934299517,,,,,,,,,,,,,
9830,27,405,-378,-0.933333333,,,,,,,,,,,,,
55068,65,958,-893,-0.932150313,,,,,,,,,,,,,
1269,28,410,-382,-0.931707317,,,,,,,,,,,,,
54711,85,1184,-1099,-0.928209459,,,,,,,,,,,,,
46393,6,82,-76,-0.926829268,,,,,,,,,,,,,
7313,91,1234,-1143,-0.926256078,,,,,,,,,,,,,
550,143,1904,-1761,-0.924894958,,,,,,,,,,,,,
2276,26,346,-320,-0.924855491,,,,,,,,,,,,,
4616,121,1608,-1487,-0.924751244,,,,,,,,,,,,,
71871,1,13,-12,-0.923076923,,,,,,,,,,,,,
97634,1,13,-12,-0.923076923,,,,,,,,,,,,,
120546,1,13,-12,-0.923076923,,,,,,,,,,,,,
9561,6,78,-72,-0.923076923,,,,,,,,,,,,,
44961,5,64,-59,-0.921875,,,,,,,,,,,,,
164,4,49,-45,-0.918367347,,,,,,,,,,,,,
4113,62,751,-689,-0.917443409,,,,,,,,,,,,,
60263,2,24,-22,-0.916666667,,,,,,,,,,,,,
7305,6,72,-66,-0.916666667,,,,,,,,,,,,,
67540,6,72,-66,-0.916666667,,,,,,,,,,,,,
46331,7,82,-75,-0.914634146,,,,,,,,,,,,,
109565,17,198,-181,-0.914141414,,,,,,,,,,,,,
49233,10,116,-106,-0.913793103,,,,,,,,,,,,,
43283,23,265,-242,-0.913207547,,,,,,,,,,,,,
4842,2,23,-21,-0.913043478,,,,,,,,,,,,,
2611,12,137,-125,-0.912408759,,,,,,,,,,,,,
20082,5,57,-52,-0.912280702,,,,,,,,,,,,,
22054,16,182,-166,-0.912087912,,,,,,,,,,,,,
134564,12,136,-124,-0.911764706,,,,,,,,,,,,,
22913,27,304,-277,-0.911184211,,,,,,,,,,,,,
55301,11,122,-111,-0.909836066,,,,,,,,,,,,,
65,1,11,-10,-0.909090909,,,,,,,,,,,,,
156986,1,11,-10,-0.909090909,,,,,,,,,,,,,
67934,5,55,-50,-0.909090909,,,,,,,,,,,,,
3598,52,567,-515,-0.908289242,,,,,,,,,,,,,
804,104,1127,-1023,-0.90771961,,,,,,,,,,,,,
51895,100,1074,-974,-0.90689013,,,,,,,,,,,,,
1090,461,4925,-4464,-0.906395939,,,,,,,,,,,,,
102034,2,21,-19,-0.904761905,,,,,,,,,,,,,
45461,11,114,-103,-0.903508772,,,,,,,,,,,,,
33697,23,236,-213,-0.902542373,,,,,,,,,,,,,
1488,33,335,-302,-0.901492537,,,,,,,,,,,,,
33402,24,243,-219,-0.901234568,,,,,,,,,,,,,
14873,1,10,-9,-0.9,,,,,,,,,,,,,
16926,1,10,-9,-0.9,,,,,,,,,,,,,
54261,7,70,-63,-0.9,,,,,,,,,,,,,
899,12,120,-108,-0.9,,,,,,,,,,,,,
3536,289,2831,-2542,-0.897915931,,,,,,,,,,,,,
2676,73,714,-641,-0.897759104,,,,,,,,,,,,,
972,4,39,-35,-0.897435897,,,,,,,,,,,,,
1800,16,156,-140,-0.897435897,,,,,,,,,,,,,
3869,209,2009,-1800,-0.895968143,,,,,,,,,,,,,
4868,146,1392,-1246,-0.895114943,,,,,,,,,,,,,
4732,10,94,-84,-0.893617021,,,,,,,,,,,,,
2328,76,707,-631,-0.892503536,,,,,,,,,,,,,
96,4,37,-33,-0.891891892,,,,,,,,,,,,,
46689,8,74,-66,-0.891891892,,,,,,,,,,,,,
3584,5,46,-41,-0.891304348,,,,,,,,,,,,,
31146,2,18,-16,-0.888888889,,,,,,,,,,,,,
1777,7,63,-56,-0.888888889,,,,,,,,,,,,,
617,129,1161,-1032,-0.888888889,,,,,,,,,,,,,
11964,30,268,-238,-0.888059701,,,,,,,,,,,,,
177,62,553,-491,-0.887884268,,,,,,,,,,,,,
50846,107,943,-836,-0.886532344,,,,,,,,,,,,,
2340,61,533,-472,-0.885553471,,,,,,,,,,,,,
66799,18,157,-139,-0.885350318,,,,,,,,,,,,,
847,509,4399,-3890,-0.884291885,,,,,,,,,,,,,
315,23,198,-175,-0.883838384,,,,,,,,,,,,,
23129,20,168,-148,-0.880952381,,,,,,,,,,,,,
56025,22,184,-162,-0.880434783,,,,,,,,,,,,,
55621,3,25,-22,-0.88,,,,,,,,,,,,,
23496,7,58,-51,-0.879310345,,,,,,,,,,,,,
30947,34,281,-247,-0.879003559,,,,,,,,,,,,,
25695,15,123,-108,-0.87804878,,,,,,,,,,,,,
14476,83,678,-595,-0.877581121,,,,,,,,,,,,,
3339,8,65,-57,-0.876923077,,,,,,,,,,,,,
230,10,81,-71,-0.87654321,,,,,,,,,,,,,
586,3,24,-21,-0.875,,,,,,,,,,,,,
102959,3,24,-21,-0.875,,,,,,,,,,,,,
7392,9,72,-63,-0.875,,,,,,,,,,,,,
13931,57,454,-397,-0.874449339,,,,,,,,,,,,,
7158,42,334,-292,-0.874251497,,,,,,,,,,,,,
17669,22,174,-152,-0.873563218,,,,,,,,,,,,,
6903,10,79,-69,-0.873417722,,,,,,,,,,,,,
100724,6,47,-41,-0.872340426,,,,,,,,,,,,,
84386,4,31,-27,-0.870967742,,,,,,,,,,,,,
1765,14,107,-93,-0.869158879,,,,,,,,,,,,,
10049,2,15,-13,-0.866666667,,,,,,,,,,,,,
6654,29,212,-183,-0.863207547,,,,,,,,,,,,,
85899,17,124,-107,-0.862903226,,,,,,,,,,,,,
12944,4,29,-25,-0.862068966,,,,,,,,,,,,,
5308,824,5966,-5142,-0.861884009,,,,,,,,,,,,,
524,38,270,-232,-0.859259259,,,,,,,,,,,,,
2678,1,7,-6,-0.857142857,,,,,,,,,,,,,
27306,1,7,-6,-0.857142857,,,,,,,,,,,,,
76147,1,7,-6,-0.857142857,,,,,,,,,,,,,
78224,1,7,-6,-0.857142857,,,,,,,,,,,,,
104813,1,7,-6,-0.857142857,,,,,,,,,,,,,
4302,2,14,-12,-0.857142857,,,,,,,,,,,,,
148113,2,14,-12,-0.857142857,,,,,,,,,,,,,
4003,79,540,-461,-0.853703704,,,,,,,,,,,,,
7291,16,109,-93,-0.853211009,,,,,,,,,,,,,
5401,3,20,-17,-0.85,,,,,,,,,,,,,
630,37,246,-209,-0.849593496,,,,,,,,,,,,,
11758,8,53,-45,-0.849056604,,,,,,,,,,,,,
376,152,1005,-853,-0.848756219,,,,,,,,,,,,,
4299,2,13,-11,-0.846153846,,,,,,,,,,,,,
109288,2,13,-11,-0.846153846,,,,,,,,,,,,,
8365,69,443,-374,-0.844243792,,,,,,,,,,,,,
48500,17,108,-91,-0.842592593,,,,,,,,,,,,,
25139,3,19,-16,-0.842105263,,,,,,,,,,,,,
23029,9,57,-48,-0.842105263,,,,,,,,,,,,,
10634,81,502,-421,-0.838645418,,,,,,,,,,,,,
2218,31,191,-160,-0.837696335,,,,,,,,,,,,,
24861,19,117,-98,-0.837606838,,,,,,,,,,,,,
12646,86,523,-437,-0.835564054,,,,,,,,,,,,,
9721,1,6,-5,-0.833333333,,,,,,,,,,,,,
16266,1,6,-5,-0.833333333,,,,,,,,,,,,,
50302,1,6,-5,-0.833333333,,,,,,,,,,,,,
5942,2,12,-10,-0.833333333,,,,,,,,,,,,,
4301,3,18,-15,-0.833333333,,,,,,,,,,,,,
76460,4,24,-20,-0.833333333,,,,,,,,,,,,,
44848,30,180,-150,-0.833333333,,,,,,,,,,,,,
10922,219,1313,-1094,-0.833206398,,,,,,,,,,,,,
22755,29,172,-143,-0.831395349,,,,,,,,,,,,,
3949,20,118,-98,-0.830508475,,,,,,,,,,,,,
10142,149,867,-718,-0.828143022,,,,,,,,,,,,,
212,143,823,-680,-0.826245443,,,,,,,,,,,,,
1680,4,23,-19,-0.826086957,,,,,,,,,,,,,
8414,7,40,-33,-0.825,,,,,,,,,,,,,
7930,32,182,-150,-0.824175824,,,,,,,,,,,,,
79120,3,17,-14,-0.823529412,,,,,,,,,,,,,
924,266,1495,-1229,-0.822073579,,,,,,,,,,,,,
3348,2,11,-9,-0.818181818,,,,,,,,,,,,,
3531,2,11,-9,-0.818181818,,,,,,,,,,,,,
103609,2,11,-9,-0.818181818,,,,,,,,,,,,,
106851,2,11,-9,-0.818181818,,,,,,,,,,,,,
1259,38,207,-169,-0.816425121,,,,,,,,,,,,,
49115,162,855,-693,-0.810526316,,,,,,,,,,,,,
96932,4,21,-17,-0.80952381,,,,,,,,,,,,,
3194,946,4963,-4017,-0.809389482,,,,,,,,,,,,,
141426,28,146,-118,-0.808219178,,,,,,,,,,,,,
325,258,1344,-1086,-0.808035714,,,,,,,,,,,,,
16665,54,281,-227,-0.807829181,,,,,,,,,,,,,
2656,20,104,-84,-0.807692308,,,,,,,,,,,,,
3903,79,410,-331,-0.807317073,,,,,,,,,,,,,
9095,6,31,-25,-0.806451613,,,,,,,,,,,,,
5877,1150,5938,-4788,-0.806332098,,,,,,,,,,,,,
1345,83,428,-345,-0.806074766,,,,,,,,,,,,,
62786,57,293,-236,-0.805460751,,,,,,,,,,,,,
10767,94,480,-386,-0.804166667,,,,,,,,,,,,,
2715,902,4577,-3675,-0.802927682,,,,,,,,,,,,,
63325,100,505,-405,-0.801980198,,,,,,,,,,,,,
4792,175,878,-703,-0.800683371,,,,,,,,,,,,,
4013,1,5,-4,-0.8,,,,,,,,,,,,,
4793,1,5,-4,-0.8,,,,,,,,,,,,,
45298,1,5,-4,-0.8,,,,,,,,,,,,,
57519,1,5,-4,-0.8,,,,,,,,,,,,,
62636,1,5,-4,-0.8,,,,,,,,,,,,,
64953,1,5,-4,-0.8,,,,,,,,,,,,,
70635,1,5,-4,-0.8,,,,,,,,,,,,,
85207,1,5,-4,-0.8,,,,,,,,,,,,,
112376,1,5,-4,-0.8,,,,,,,,,,,,,
157655,1,5,-4,-0.8,,,,,,,,,,,,,
124205,2,10,-8,-0.8,,,,,,,,,,,,,
126203,5,25,-20,-0.8,,,,,,,,,,,,,
54550,39,194,-155,-0.798969072,,,,,,,,,,,,,
653,196,973,-777,-0.798561151,,,,,,,,,,,,,
11583,236,1171,-935,-0.798462852,,,,,,,,,,,,,
56146,20,99,-79,-0.797979798,,,,,,,,,,,,,
8602,14,69,-55,-0.797101449,,,,,,,,,,,,,
1261,68,333,-265,-0.795795796,,,,,,,,,,,,,
164234,9,44,-35,-0.795454545,,,,,,,,,,,,,
1285,113,551,-438,-0.79491833,,,,,,,,,,,,,
1329,10,48,-38,-0.791666667,,,,,,,,,,,,,
4538,10,48,-38,-0.791666667,,,,,,,,,,,,,
1093,54,258,-204,-0.790697674,,,,,,,,,,,,,
11729,157,749,-592,-0.790387183,,,,,,,,,,,,,
4229,60,286,-226,-0.79020979,,,,,,,,,,,,,
85096,4,19,-15,-0.789473684,,,,,,,,,,,,,
467,18,85,-67,-0.788235294,,,,,,,,,,,,,
1161,310,1462,-1152,-0.787961696,,,,,,,,,,,,,
82505,6,28,-22,-0.785714286,,,,,,,,,,,,,
27703,52,241,-189,-0.784232365,,,,,,,,,,,,,
5577,170,786,-616,-0.783715013,,,,,,,,,,,,,
161932,5,23,-18,-0.782608696,,,,,,,,,,,,,
