create_dt,supplier_id,city_id,fee_sum,fee_per_user,order_shuliang,active_day,active_lv,supplier_first_date
2015/12/28,82593,23,20059.00,23.543427,852,30,1.0000,30
2015/12/28,82595,9,4057.00,31.695313,128,28,0.9655,29
2015/12/28,82602,1,11589.00,44.064639,263,29,0.9667,32
2015/12/28,82609,3,20781.00,31.872699,652,26,0.8667,84
2015/12/28,82610,14,100.00,50.000000,2,2,0.0667,31
2015/12/28,82612,10,1849.00,26.042254,71,18,0.8571,21
2015/12/28,82618,1,26663.60,33.666162,792,27,1.0000,27
2015/12/28,82623,9,18465.00,24.752011,746,29,0.9667,31
2015/12/28,82624,1,197.50,24.687500,8,2,0.0667,32
2015/12/28,82629,6,1839.00,28.734375,64,12,0.5455,22
2015/12/28,82634,1,10605.00,34.543974,307,28,1.0000,28
2015/12/28,82639,14,11768.00,36.546584,322,23,0.7667,36
2015/12/28,82640,17,228.00,45.600000,5,2,0.0909,22
2015/12/28,82646,1,11384.50,32.903179,346,21,0.9545,22
2015/12/28,82655,9,20995.00,25.053699,838,30,1.0000,36
2015/12/28,82656,2,176.00,44.000000,4,2,1.0000,2
2015/12/28,82658,2,3400.00,25.185185,135,24,0.9600,25
2015/12/28,82663,19,4000.50,34.487069,116,30,1.0000,95
2015/12/28,82665,1,756.90,54.064286,14,9,0.3750,24
2015/12/28,82673,2,8049.00,27.284746,295,21,1.0000,21
2015/12/28,82674,9,27791.90,25.804921,1077,23,1.0000,23
2015/12/28,82675,19,15242.00,28.383613,537,30,1.0000,74
2015/12/28,82681,2,15312.30,29.446731,520,29,1.0000,29
2015/12/28,82682,1,5034.00,36.478261,138,11,1.0000,11
2015/12/28,82691,11,2075.00,30.072464,69,12,0.4444,27
2015/12/28,82692,9,19764.00,37.080675,533,30,1.0000,35
2015/12/28,82695,15,5947.00,29.009756,205,21,0.9545,22
2015/12/28,82700,22,16962.00,25.975498,653,27,0.9000,36
2015/12/28,82701,19,4847.50,26.634615,182,24,0.8000,61
2015/12/28,82713,9,9664.00,23.802956,406,30,1.0000,36
2015/12/28,82723,5,14123.00,30.437500,464,24,0.8000,85
2015/12/28,82724,2,56827.00,30.307733,1875,26,0.9286,28
2015/12/28,82732,14,2664.00,25.132075,106,29,0.9667,35
2015/12/28,82739,22,13524.50,27.377530,494,20,1.0000,20
2015/12/28,82744,6,52100.20,27.965754,1863,22,1.0000,22
2015/12/28,82747,22,23705.01,29.930568,792,30,1.0000,36
2015/12/28,82755,9,48882.00,26.638692,1835,30,1.0000,35
2015/12/28,82757,3,17596.50,22.358958,787,30,1.0000,83
2015/12/28,82759,11,12396.00,27.424779,452,24,1.0000,24
2015/12/28,82760,10,69.00,34.500000,2,1,0.0526,19
2015/12/28,82765,19,11732.00,33.907514,346,13,0.4333,80
2015/12/28,82766,1,6844.00,39.108571,175,29,1.0000,29
2015/12/28,82769,9,8981.80,37.268880,241,16,0.7273,22
2015/12/28,82770,2,7583.00,26.513986,286,27,0.9643,28
2015/12/28,82772,9,16708.00,25.665131,651,30,1.0000,32
2015/12/28,82781,11,16474.00,27.456667,600,16,1.0000,16
2015/12/28,82786,9,13331.00,28.980435,460,29,0.9667,34
2015/12/28,82787,22,502.00,38.615385,13,6,0.6667,9
2015/12/28,82792,11,143.00,35.750000,4,1,0.0357,28
2015/12/28,82794,17,8309.50,33.238000,250,13,0.6500,20
2015/12/28,82795,2,1071.00,32.454545,33,6,0.6667,9
2015/12/28,82798,5,3165.30,25.734146,123,10,0.3333,85
2015/12/28,82800,1,428.00,30.571429,14,3,0.1304,23
2015/12/28,82809,19,23621.00,27.434379,861,30,1.0000,60
2015/12/28,82810,4,40503.00,24.696951,1640,27,1.0000,27
2015/12/28,82817,14,14779.00,25.882662,571,30,1.0000,36
2015/12/28,82820,11,1238.00,25.265306,49,14,0.4828,29
2015/12/28,82827,11,7830.00,27.093426,289,26,0.9630,27
2015/12/28,82828,23,18711.00,39.474684,474,30,1.0000,30
2015/12/28,82831,11,3263.00,31.375000,104,11,1.0000,11
2015/12/28,82841,4,5689.00,32.695402,174,12,0.4286,28
2015/12/28,82847,11,1260.00,52.500000,24,13,0.7647,17
2015/12/28,82848,1,4982.50,26.086387,191,29,1.0000,29
2015/12/28,82854,11,3553.40,27.333846,130,17,0.6071,28
2015/12/28,82856,9,18403.00,29.634461,621,24,0.8571,28
2015/12/28,82863,11,16270.00,32.475050,501,10,1.0000,10
2015/12/28,82865,1,1135.00,25.795455,44,16,0.5333,32
2015/12/28,82878,11,30272.00,24.894737,1216,17,1.0000,17
2015/12/28,82885,9,23012.00,27.395238,840,30,1.0000,32
2015/12/28,82894,1,28331.00,34.847478,813,22,1.0000,22
2015/12/28,82895,1,1365.00,30.333333,45,17,0.6538,26
2015/12/28,82909,11,39925.00,27.141400,1471,29,1.0000,29
2015/12/28,82910,17,8402.00,29.072664,289,6,1.0000,6
2015/12/28,82919,10,273.11,39.015714,7,5,0.2273,22
2015/12/28,82927,11,3426.00,22.392157,153,28,1.0000,28
2015/12/28,82949,15,5212.00,24.937799,209,22,1.0000,22
2015/12/28,82974,6,10956.00,25.962085,422,18,1.0000,18
2015/12/28,82979,9,19400.50,26.287940,738,30,1.0000,35
2015/12/28,82981,22,3668.00,37.814433,97,15,1.0000,15
2015/12/28,82994,19,43830.00,39.629295,1106,30,1.0000,53
2015/12/28,83005,1,4488.00,39.368421,114,9,1.0000,9
2015/12/28,83008,12,25355.30,35.069571,723,30,1.0000,36
2015/12/28,83015,2,42781.20,27.162667,1575,29,1.0000,29
2015/12/28,83022,1,7722.00,27.000000,286,24,0.8571,28
2015/12/28,83024,3,38444.50,25.409451,1513,30,1.0000,84
2015/12/28,83032,9,10609.00,25.687651,413,10,1.0000,10
2015/12/28,83034,2,20.00,20.000000,1,1,0.1000,10
2015/12/28,83038,19,11604.00,25.901786,448,23,1.0000,23
2015/12/28,83040,12,88.50,29.500000,3,2,0.0667,36
2015/12/28,83044,2,6550.00,27.066116,242,18,0.9474,19
2015/12/28,83045,3,4242.00,27.019108,157,20,1.0000,20
2015/12/28,83046,8,22300.50,35.174290,634,30,1.0000,81
2015/12/28,83050,6,7444.00,30.760331,242,20,0.9524,21
2015/12/28,83054,11,8732.10,25.458017,343,25,0.9615,26
2015/12/28,83057,8,51729.00,28.438153,1819,30,1.0000,84
2015/12/28,83058,23,9188.00,32.581560,282,28,0.9333,33
2015/12/28,83062,19,16459.00,61.185874,269,30,1.0000,73
2015/12/28,83063,15,4215.00,23.948864,176,9,0.9000,10
2015/12/28,83068,2,1717.00,30.122807,57,11,0.9167,12
2015/12/28,83079,9,19031.50,40.665598,468,27,0.9310,29
2015/12/28,83081,1,2577.00,31.048193,83,18,0.9474,19
2015/12/28,83083,9,24762.00,26.426894,937,30,1.0000,36
2015/12/28,83090,13,1536.40,34.142222,45,11,0.6471,17
2015/12/28,83091,19,15691.00,26.415825,594,29,0.9667,105
2015/12/28,83101,1,6707.00,41.658385,161,19,0.9500,20
2015/12/28,83103,2,46840.00,24.914894,1880,29,1.0000,29
2015/12/28,83111,5,26213.00,30.802585,851,30,1.0000,81
2015/12/28,83112,6,25676.30,27.818310,923,22,1.0000,22
2015/12/28,83116,9,4361.00,128.264706,34,17,0.7391,23
2015/12/28,83121,19,68332.50,33.595133,2034,30,1.0000,103
2015/12/28,83123,16,8164.00,33.186992,246,19,0.9048,21
2015/12/28,83127,10,16779.00,25.734663,652,17,1.0000,17
2015/12/28,83129,19,522.00,32.625000,16,15,0.5000,123
2015/12/28,83139,1,24560.00,30.171990,814,30,1.0000,32
2015/12/28,83142,5,894.00,47.052632,19,13,0.4333,46
2015/12/28,83147,22,55525.00,27.804206,1997,30,1.0000,31
2015/12/28,83153,23,8459.00,25.026627,338,26,0.8667,35
2015/12/28,83154,1,21965.00,29.642375,741,30,1.0000,31
2015/12/28,83164,11,25672.00,25.443013,1009,29,1.0000,29
2015/12/28,83168,9,3311.90,32.154369,103,17,0.6800,25
2015/12/28,83172,5,9734.00,31.706840,307,30,1.0000,85
2015/12/28,83176,2,11543.00,29.981818,385,27,1.0000,27
2015/12/28,83184,19,39036.00,28.164502,1386,29,0.9667,90
2015/12/28,83186,1,12565.15,25.590937,491,30,1.0000,32
2015/12/28,83189,2,9146.00,25.476323,359,24,1.0000,24
2015/12/28,83206,22,2376.60,27.634884,86,27,0.9000,36
2015/12/28,83209,9,56268.00,25.646308,2194,29,0.9667,36
2015/12/28,83217,14,51.00,25.500000,2,1,0.0333,36
2015/12/28,83221,9,8589.00,25.486647,337,29,1.0000,29
2015/12/28,83222,5,62441.00,33.972252,1838,30,1.0000,65
2015/12/28,83225,11,690.00,23.793103,29,15,0.7895,19
2015/12/28,83230,1,11444.00,36.445860,314,27,0.9000,30
2015/12/28,83235,19,17071.50,29.332474,582,30,1.0000,108
2015/12/28,83239,22,14132.00,23.167213,610,28,1.0000,28
2015/12/28,83240,1,1529.00,27.303571,56,11,0.8462,13
2015/12/28,83243,14,83670.00,25.744615,3250,28,0.9333,36
2015/12/28,83248,5,756.00,37.800000,20,15,0.5000,79
2015/12/28,83249,10,2907.00,35.024096,83,6,0.8571,7
2015/12/28,83253,22,35690.00,33.076923,1079,29,0.9667,31
2015/12/28,83258,22,8660.00,25.545723,339,30,1.0000,36
2015/12/28,83260,6,14613.50,29.462702,496,22,1.0000,22
2015/12/28,83261,1,979.00,36.259259,27,13,0.4333,30
2015/12/28,83262,3,13407.00,28.404661,472,30,1.0000,58
2015/12/28,83270,1,512.00,36.571429,14,2,1.0000,2
2015/12/28,83272,14,697.00,21.121212,33,17,0.5667,32
2015/12/28,83274,4,4774.00,29.288344,163,19,0.7600,25
2015/12/28,83285,19,13275.90,27.372990,485,18,0.6000,109
2015/12/28,83296,9,31382.00,26.662702,1177,30,1.0000,34
2015/12/28,83298,11,6820.00,26.745098,255,28,0.9655,29
2015/12/28,83302,22,11868.50,27.795082,427,25,0.9615,26
2015/12/28,83308,9,10658.20,25.744444,414,30,1.0000,35
2015/12/28,83310,2,27466.00,29.344017,936,21,1.0000,21
2015/12/28,83312,15,7620.00,28.646617,266,20,1.0000,20
2015/12/28,83316,19,46545.50,23.615170,1971,30,1.0000,75
2015/12/28,83321,7,6686.00,32.774510,204,18,1.0000,18
2015/12/28,83323,1,10637.00,35.338870,301,23,0.9583,24
2015/12/28,83331,21,273.00,24.818182,11,6,0.2727,22
2015/12/28,83335,21,591.00,28.142857,21,8,0.3636,22
2015/12/28,83336,22,10740.00,25.450237,422,25,1.0000,25
2015/12/28,83340,12,13402.00,27.747412,483,30,1.0000,36
2015/12/28,83344,5,41087.00,26.388568,1557,30,1.0000,81
2015/12/28,83350,16,62.00,31.000000,2,2,0.0909,22
2015/12/28,83358,19,13461.00,29.847007,451,30,1.0000,109
2015/12/28,83359,15,1625.50,26.647541,61,16,0.7619,21
2015/12/28,83361,8,2655.00,32.378049,82,21,0.7000,75
2015/12/28,83362,1,1992.00,28.869565,69,22,0.9167,24
2015/12/28,83363,2,6212.10,27.982432,222,16,0.6957,23
2015/12/28,83364,14,1183.00,32.861111,36,18,0.6000,35
2015/12/28,83365,9,2728.00,27.280000,100,23,0.7667,30
2015/12/28,83372,9,4574.50,33.390511,137,28,0.9333,36
2015/12/28,83375,6,38.00,38.000000,1,1,0.0455,22
2015/12/28,83388,3,7347.50,25.962898,283,29,0.9667,82
2015/12/28,83390,17,16300.00,47.246377,345,15,1.0000,15
2015/12/28,83398,11,4800.00,30.188679,159,13,1.0000,13
2015/12/28,83401,19,44595.90,30.734597,1451,30,1.0000,80
2015/12/28,83402,11,9194.00,26.045326,353,26,0.9630,27
2015/12/28,83408,10,174.00,29.000000,6,2,0.0909,22
2015/12/28,83411,9,22291.00,25.980186,858,30,1.0000,34
2015/12/28,83412,22,2560.00,26.947368,95,18,0.6000,36
2015/12/28,83414,6,16200.00,30.393996,533,15,0.6818,22
2015/12/28,83420,2,738.00,33.545455,22,9,0.3462,26
2015/12/28,83424,9,7322.00,33.433790,219,29,0.9667,35
2015/12/28,83428,16,32.00,32.000000,1,1,0.2500,4
2015/12/28,83429,11,8992.00,27.003003,333,29,1.0000,29
2015/12/28,83430,2,9212.00,31.227119,295,29,1.0000,29
2015/12/28,83431,4,12014.00,24.270707,495,15,1.0000,15
2015/12/28,83432,21,808.00,26.064516,31,12,0.9231,13
2015/12/28,83434,15,2929.00,24.408333,120,21,0.9545,22
2015/12/28,83440,12,15899.00,29.119048,546,30,1.0000,36
2015/12/28,83444,12,79654.00,27.561938,2890,30,1.0000,36
2015/12/28,83446,1,20571.00,24.201176,850,24,1.0000,24
2015/12/28,83448,1,8946.00,28.490446,314,29,1.0000,29
2015/12/28,83450,9,13854.50,26.797872,517,29,0.9667,35
2015/12/28,83454,11,694.00,30.173913,23,2,1.0000,2
2015/12/28,83458,9,794.00,26.466667,30,20,0.6667,34
2015/12/28,83461,10,15084.00,26.509666,569,22,1.0000,22
2015/12/28,83470,3,4199.00,29.992857,140,14,0.4667,81
2015/12/28,83477,22,19541.00,26.878955,727,28,1.0000,28
2015/12/28,83482,2,944.00,26.222222,36,11,0.3929,28
2015/12/28,83483,9,15960.00,34.470842,463,30,1.0000,35
2015/12/28,83486,1,3148.10,39.351250,80,13,0.5200,25
2015/12/28,83487,12,6831.00,29.700000,230,30,1.0000,33
2015/12/28,83488,14,1260.00,23.773585,53,14,0.6087,23
2015/12/28,83490,11,9430.00,26.488764,356,21,1.0000,21
2015/12/28,83495,10,5289.00,33.903846,156,14,0.6364,22
2015/12/28,83498,7,8396.00,37.315556,225,17,0.7727,22
2015/12/28,83499,17,36.00,36.000000,1,1,0.0455,22
2015/12/28,83505,11,6749.00,26.675889,253,25,0.9615,26
2015/12/28,83508,8,7596.00,25.662162,296,30,1.0000,84
2015/12/28,83518,19,119808.50,29.892340,4008,30,1.0000,110
2015/12/28,83521,9,940.00,117.500000,8,7,0.2692,26
2015/12/28,83522,19,52695.00,29.017070,1816,29,0.9667,109
2015/12/28,83528,3,9555.50,31.227124,306,13,0.4333,85
2015/12/28,83530,11,95.00,31.666667,3,2,1.0000,2
2015/12/28,83533,2,3092.00,30.613861,101,15,1.0000,15
2015/12/28,83536,1,6597.00,32.338235,204,29,1.0000,29
2015/12/28,83537,10,94.00,31.333333,3,1,0.0476,21
2015/12/28,83542,2,1705.00,23.680556,72,27,0.9643,28
2015/12/28,83543,2,782.00,25.225806,31,11,0.5000,22
2015/12/28,83547,4,8742.00,46.253968,189,26,1.0000,26
2015/12/28,83551,22,17967.00,26.937031,667,21,1.0000,21
2015/12/28,83554,13,13033.00,28.707048,454,22,1.0000,22
2015/12/28,83557,5,2633.00,30.264368,87,20,0.6667,80
2015/12/28,83558,2,6840.00,32.727273,209,25,1.0000,25
2015/12/28,83567,22,21281.00,26.015892,818,30,1.0000,35
2015/12/28,83570,9,5177.00,34.059211,152,28,0.9655,29
2015/12/28,83571,9,25598.00,29.904206,856,16,1.0000,16
2015/12/28,83572,13,3342.50,25.910853,129,15,0.8824,17
2015/12/28,83584,10,13658.00,25.199262,542,13,1.0000,13
2015/12/28,83589,3,8538.00,25.486567,335,23,0.7667,85
2015/12/28,83592,7,3836.00,27.797101,138,21,0.9545,22
2015/12/28,83596,19,12322.00,34.132964,361,30,1.0000,92
2015/12/28,83606,2,403.00,36.636364,11,8,0.6154,13
2015/12/28,83610,1,17431.50,31.072193,561,30,1.0000,31
2015/12/28,83621,8,26433.50,32.714728,808,30,1.0000,33
2015/12/28,83622,9,35328.00,25.526012,1384,30,1.0000,35
2015/12/28,83625,2,1640.00,29.818182,55,19,0.6552,29
2015/12/28,83635,1,2442.00,58.142857,42,18,0.7200,25
2015/12/28,83642,8,35842.00,36.204040,990,30,1.0000,63
2015/12/28,83644,6,1671.00,27.850000,60,5,1.0000,5
2015/12/28,83652,7,1820.00,56.875000,32,10,1.0000,10
2015/12/28,83654,2,8491.00,30.653430,277,29,1.0000,29
2015/12/28,83656,22,20707.50,33.185096,624,29,1.0000,29
2015/12/28,83671,14,203.00,33.833333,6,3,0.1034,29
2015/12/28,83679,15,5541.00,37.187919,149,21,1.0000,21
2015/12/28,83684,1,1859.00,32.051724,58,16,1.0000,16
2015/12/28,83686,5,10701.00,36.152027,296,30,1.0000,85
2015/12/28,83687,11,23084.00,29.824289,774,29,1.0000,29
2015/12/28,83701,19,30675.50,26.581889,1154,30,1.0000,50
2015/12/28,83710,2,659.00,36.611111,18,9,0.4091,22
2015/12/28,83711,11,22039.10,27.411816,804,28,1.0000,28
2015/12/28,83713,11,187.00,37.400000,5,2,0.0690,29
2015/12/28,83714,2,6512.00,30.429907,214,22,1.0000,22
2015/12/28,83718,11,2219.00,26.105882,85,22,0.9565,23
2015/12/28,83724,17,2465.50,29.704819,83,16,0.8421,19
2015/12/28,83726,4,12186.00,40.085526,304,24,0.8276,29
2015/12/28,83730,3,4791.50,26.768156,179,29,0.9667,79
2015/12/28,83733,11,10791.50,25.694048,420,27,0.9643,28
2015/12/28,83739,9,2474.00,24.989899,99,13,0.4643,28
2015/12/28,83744,22,1982.50,27.922535,71,16,0.5333,35
2015/12/28,83745,1,12355.00,25.579710,483,17,1.0000,17
2015/12/28,83752,2,5050.00,31.562500,160,22,0.9565,23
2015/12/28,83754,3,15992.00,25.384127,630,27,0.9000,53
2015/12/28,83759,22,3666.00,23.960784,153,10,1.0000,10
2015/12/28,83761,23,10868.00,26.768473,406,23,0.9583,24
2015/12/28,83762,2,42.00,21.000000,2,1,0.5000,2
2015/12/28,83766,9,14044.50,24.769841,567,30,1.0000,36
2015/12/28,83769,4,5675.00,28.375000,200,24,0.9231,26
2015/12/28,83772,11,3432.50,26.816406,128,23,0.9200,25
2015/12/28,83774,11,4331.00,26.570552,163,18,1.0000,18
2015/12/28,83777,17,8554.00,27.593548,310,17,1.0000,17
2015/12/28,83780,9,3602.30,33.983962,106,9,1.0000,9
2015/12/28,83799,3,2094.00,31.253731,67,15,0.5000,85
2015/12/28,83800,23,747.00,43.941176,17,9,0.4091,22
2015/12/28,83803,2,19821.00,32.600329,608,25,1.0000,25
2015/12/28,83804,1,2680.00,32.289157,83,15,1.0000,15
2015/12/28,83810,10,1802.00,23.102564,78,9,1.0000,9
2015/12/28,83811,2,1415.00,39.305556,36,22,0.8148,27
2015/12/28,83818,12,516.00,34.400000,15,9,0.5000,18
2015/12/28,83826,9,14653.00,42.845029,342,30,1.0000,35
2015/12/28,83829,1,5449.00,36.570470,149,30,1.0000,31
2015/12/28,83830,2,1749.00,25.347826,69,21,1.0000,21
2015/12/28,83832,19,69573.10,29.744805,2339,30,1.0000,109
2015/12/28,83839,8,12546.00,29.450704,426,30,1.0000,84
2015/12/28,83840,1,7034.00,40.895349,172,12,1.0000,12
2015/12/28,83841,4,56770.00,32.091577,1769,27,1.0000,27
2015/12/28,83845,14,927.00,24.394737,38,13,0.5909,22
2015/12/28,83849,2,4793.00,27.866279,172,19,0.9500,20
2015/12/28,83853,6,3136.00,29.308411,107,20,0.9524,21
2015/12/28,83863,9,17568.00,30.553043,575,26,0.8667,33
2015/12/28,83864,1,1206.00,30.923077,39,17,0.5862,29
2015/12/28,83869,11,361.00,51.571429,7,5,0.5000,10
2015/12/28,83871,2,204.00,29.142857,7,1,1.0000,1
2015/12/28,83876,23,6205.00,24.721116,251,30,1.0000,35
2015/12/28,83877,2,559.00,39.928571,14,8,0.4444,18
2015/12/28,83881,1,30494.00,29.954813,1018,26,1.0000,26
2015/12/28,83882,17,10205.00,30.553892,334,22,1.0000,22
2015/12/28,83886,12,823.00,29.392857,28,11,0.5789,19
2015/12/28,83902,10,1045.00,25.487805,41,1,1.0000,1
2015/12/28,83914,1,984.00,25.894737,38,8,1.0000,8
2015/12/28,83915,10,812.90,35.343478,23,10,0.8333,12
2015/12/28,83919,9,12012.40,25.396195,473,20,0.6667,31
2015/12/28,83923,6,6332.00,29.179724,217,22,1.0000,22
2015/12/28,83926,23,7166.90,26.742164,268,29,1.0000,29
2015/12/28,83928,11,3590.00,23.933333,150,23,0.9583,24
2015/12/28,83931,5,30937.00,43.450843,712,30,1.0000,81
2015/12/28,83934,1,1773.00,26.462687,67,19,1.0000,19
2015/12/28,83941,4,3817.00,39.760417,96,24,0.9600,25
2015/12/28,83948,9,2573.00,21.441667,120,14,0.4667,35
2015/12/28,83950,19,13000.50,30.734043,423,30,1.0000,109
2015/12/28,83960,9,1645.80,25.715625,64,29,1.0000,29
2015/12/28,83961,9,18595.50,29.610669,628,30,1.0000,31
2015/12/28,83966,11,5188.50,25.065217,207,20,1.0000,20
2015/12/28,83967,9,1739.50,25.580882,68,22,0.7333,32
2015/12/28,83968,22,31190.70,22.717189,1373,21,0.7000,36
2015/12/28,83970,14,2044.00,29.200000,70,16,0.9412,17
2015/12/28,83973,9,1669.00,29.280702,57,12,0.4000,36
2015/12/28,83974,9,181.00,36.200000,5,4,0.1333,35
2015/12/28,83977,10,4444.50,28.308917,157,21,1.0000,21
2015/12/28,83980,1,7353.00,33.271493,221,14,1.0000,14
2015/12/28,83984,9,16450.00,24.774096,664,16,1.0000,16
2015/12/28,84028,9,1779.00,24.369863,73,23,0.8519,27
2015/12/28,84029,11,21223.10,35.490134,598,26,1.0000,26
2015/12/28,84060,11,16092.00,28.942446,556,29,1.0000,29
2015/12/28,84065,14,7592.40,35.645070,213,28,0.9333,36
2015/12/28,84079,9,7300.70,24.917065,293,16,1.0000,16
2015/12/28,84091,2,3049.00,27.468468,111,26,1.0000,26
2015/12/28,84092,8,33233.50,36.641125,907,30,1.0000,52
2015/12/28,84106,9,25819.00,28.848045,895,30,1.0000,35
2015/12/28,84146,23,14152.00,23.547421,601,30,1.0000,36
2015/12/28,84149,3,9129.70,33.939405,269,13,1.0000,13
2015/12/28,84157,22,2059.00,22.380435,92,19,0.6333,36
2015/12/28,84164,23,1174.00,23.480000,50,21,0.7000,34
2015/12/28,84170,11,22196.50,25.690394,864,29,1.0000,29
2015/12/28,84177,15,3435.60,26.840625,128,20,0.9091,22
2015/12/28,84180,22,6690.00,22.601351,296,26,0.9630,27
2015/12/28,84182,2,23551.90,32.440634,726,27,1.0000,27
2015/12/28,84183,2,3695.00,30.040650,123,28,1.0000,28
2015/12/28,84189,10,33279.00,27.778798,1198,21,0.9545,22
2015/12/28,84194,8,34048.00,30.077739,1132,29,0.9667,31
2015/12/28,84196,17,9819.00,27.659155,355,22,1.0000,22
2015/12/28,84198,3,22498.00,32.605797,690,30,1.0000,81
2015/12/28,84200,21,4056.00,30.727273,132,18,0.8182,22
2015/12/28,84203,2,7208.00,35.860697,201,23,1.0000,23
2015/12/28,84215,2,2144.00,32.000000,67,18,0.7500,24
2015/12/28,84217,19,6426.00,33.821053,190,25,0.8333,60
2015/12/28,84229,2,8183.00,23.115819,354,29,1.0000,29
2015/12/28,84230,3,3824.00,23.175758,165,27,0.9000,56
2015/12/28,84233,2,5494.00,33.705521,163,18,1.0000,18
2015/12/28,84236,1,12233.00,26.826754,456,21,0.7000,32
2015/12/28,84240,1,3343.00,27.858333,120,27,0.9000,32
2015/12/28,84245,1,631.00,27.434783,23,11,0.6471,17
2015/12/28,84246,2,8686.00,34.744000,250,28,1.0000,28
2015/12/28,84250,2,13533.00,32.221429,420,21,0.7241,29
2015/12/28,84251,23,4194.00,22.427807,187,11,1.0000,11
2015/12/28,84261,2,1194.00,25.956522,46,16,0.8889,18
2015/12/28,84266,2,44.00,44.000000,1,1,0.0370,27
2015/12/28,84273,1,5275.00,40.576923,130,26,1.0000,26
2015/12/28,84276,7,15003.00,37.507500,400,21,0.9545,22
2015/12/28,84280,2,14205.00,32.505721,437,25,0.8621,29
2015/12/28,84281,9,1168.00,29.200000,40,4,1.0000,4
2015/12/28,84295,23,2830.00,30.430108,93,7,1.0000,7
2015/12/28,84300,7,18918.00,30.711039,616,17,0.8095,21
2015/12/28,84306,11,9432.00,32.301370,292,27,1.0000,27
2015/12/28,84316,5,29467.00,27.033945,1090,30,1.0000,83
2015/12/28,84326,9,1640.00,24.477612,67,2,1.0000,2
2015/12/28,84333,6,30.00,30.000000,1,1,0.0455,22
2015/12/28,84335,3,6332.00,23.984848,264,27,0.9000,82
2015/12/28,84339,1,1507.00,27.907407,54,7,0.6364,11
2015/12/28,84340,19,8274.00,30.419118,272,30,1.0000,101
2015/12/28,84342,23,510.00,39.230769,13,5,0.1667,35
2015/12/28,84344,1,3321.00,24.969925,133,14,0.8235,17
2015/12/28,84346,1,7570.00,26.561404,285,19,0.9048,21
2015/12/28,84347,23,90.00,30.000000,3,1,0.0333,30
2015/12/28,84350,10,8884.00,29.032680,306,20,1.0000,20
2015/12/28,84369,15,2442.00,33.000000,74,21,1.0000,21
2015/12/28,84370,9,17493.00,26.187126,668,30,1.0000,36
2015/12/28,84374,19,7897.00,34.635965,228,15,1.0000,15
2015/12/28,84380,19,176.00,29.333333,6,1,0.0333,108
2015/12/28,84388,2,21747.00,28.539370,762,29,1.0000,29
2015/12/28,84394,5,9375.00,25.066845,374,29,0.9667,84
2015/12/28,84398,1,2575.00,25.245098,102,27,1.0000,27
2015/12/28,84408,9,13114.00,30.216590,434,30,1.0000,35
2015/12/28,84410,9,985.40,23.461905,42,14,0.4667,36
2015/12/28,84412,17,2858.00,26.462963,108,20,0.9091,22
2015/12/28,84413,2,4391.00,30.493056,144,27,0.9310,29
2015/12/28,84417,9,7671.50,23.677469,324,23,0.7667,36
2015/12/28,84421,1,14027.00,33.881643,414,28,1.0000,28
2015/12/28,84422,2,268.00,26.800000,10,6,0.6667,9
2015/12/28,84430,1,739.00,52.785714,14,10,0.3704,27
2015/12/28,84431,2,6500.50,34.394180,189,27,1.0000,27
2015/12/28,84440,19,21130.50,23.245875,909,30,1.0000,101
2015/12/28,84442,5,1013.00,84.416667,12,6,0.2000,53
2015/12/28,84445,9,18362.50,24.385790,753,17,1.0000,17
2015/12/28,84451,11,19713.00,27.843220,708,29,1.0000,29
2015/12/28,84456,10,23183.00,26.525172,874,18,1.0000,18
2015/12/28,84457,19,9950.10,39.484524,252,30,1.0000,101
2015/12/28,84458,19,6070.00,71.411765,85,29,0.9667,66
2015/12/28,84469,5,22339.80,38.583420,579,30,1.0000,83
2015/12/28,84476,2,1274.00,36.400000,35,18,0.6667,27
2015/12/28,84477,19,56178.00,28.735550,1955,28,0.9333,95
2015/12/28,84481,1,1981.00,31.444444,63,15,0.5172,29
2015/12/28,84500,10,18150.00,29.560261,614,20,0.9091,22
2015/12/28,84511,4,6395.00,30.023474,213,29,1.0000,29
2015/12/28,84512,2,1436.50,38.824324,37,11,0.9167,12
2015/12/28,84514,1,11464.00,34.119048,336,26,0.8966,29
2015/12/28,84517,19,12929.00,28.603982,452,30,1.0000,101
2015/12/28,84521,17,19722.60,37.072556,532,19,0.8636,22
2015/12/28,84524,1,6490.00,49.923077,130,27,1.0000,27
2015/12/28,84526,11,9033.50,27.374242,330,18,1.0000,18
2015/12/28,84536,10,982.00,33.862069,29,5,1.0000,5
2015/12/28,84538,19,39573.10,33.736658,1173,30,1.0000,118
2015/12/28,84539,13,3937.00,28.737226,137,21,0.9545,22
2015/12/28,84541,2,5291.00,24.609302,215,16,0.5517,29
2015/12/28,84542,2,42.00,42.000000,1,1,0.0455,22
2015/12/28,84548,3,55201.00,33.638635,1641,30,1.0000,85
2015/12/28,84549,2,8428.00,28.093333,300,26,1.0000,26
2015/12/28,84551,1,5119.00,33.025806,155,17,1.0000,17
2015/12/28,84557,9,2449.00,36.552239,67,8,1.0000,8
2015/12/28,84558,6,2268.00,29.076923,78,17,0.9444,18
2015/12/28,84559,11,40491.50,25.873163,1565,26,1.0000,26
2015/12/28,84561,9,6467.00,27.286920,237,12,1.0000,12
2015/12/28,84564,2,7234.00,32.585586,222,20,0.8696,23
