supplier_id,wee,order_num
119167,2,3
119341,2,35
119502,2,11
119571,2,96
119585,2,425
119604,2,9
119613,2,37
119616,2,56
119618,2,31
119675,2,11
119721,2,67
119740,2,586
119747,2,92
119749,2,2
119804,2,11
119857,2,4
119869,2,111
119928,2,4
119938,2,19
119998,2,21
120006,2,14
120011,2,13
120047,2,17
120076,2,45
120084,2,21
120101,2,180
120108,2,386
120145,2,23
120204,2,3
120227,2,17
120244,2,109
120466,2,457
120499,2,40
120619,2,34
120672,2,43
120753,2,69
120759,2,12
120806,2,73
120842,2,117
120859,2,140
120880,2,253
120948,2,13
120991,2,151
121008,2,108
121015,2,12
121049,2,50
121084,2,513
121177,2,117
121247,2,16
121322,2,36
121329,2,110
121649,2,291
121837,2,33
121883,2,167
121976,2,153
121977,2,96
121995,2,110
122085,2,121
122116,2,249
122147,2,315
122338,2,96
122379,2,60
122442,2,44
122449,2,4
122453,2,76
122568,2,199
122670,2,160
122686,2,11
122860,2,223
122864,2,4
122889,2,142
122899,2,496
123232,2,2
123259,2,13
123633,2,4
123666,2,4
123726,2,24
123739,2,40
123830,2,2
123873,2,5
124092,2,38
124150,2,35
124323,2,2
124463,2,4
124555,2,51
124602,2,995
124696,2,71
125005,2,461
125064,2,193
125097,2,20
125190,2,4
125207,2,256
125239,2,16
125416,2,2
125430,2,301
125440,2,156
125453,2,292
125476,2,40
125512,2,6
125534,2,185
125559,2,104
125618,2,26
125619,2,13
125627,2,306
125641,2,16
125658,2,250
125661,2,453
125671,2,4
125763,2,172
125764,2,164
125782,2,304
125942,2,161
125975,2,56
125993,2,78
125999,2,185
126017,2,80
126036,2,18
126075,2,1
126083,2,11
126089,2,35
126091,2,89
126237,2,21
126241,2,91
126262,2,19
126293,2,48
126367,2,74
126418,2,10
126578,2,159
126629,2,105
126632,2,295
126643,2,78
126767,2,217
127027,2,16
127070,2,79
127219,2,138
127225,2,183
127245,2,104
127335,2,36
127336,2,260
127411,2,68
127460,2,19
127512,2,18
127515,2,66
127558,2,139
127632,2,246
127687,2,118
127746,2,239
127748,2,27
127865,2,889
127903,2,65
127931,2,60
127982,2,43
128048,2,105
128052,2,9
128074,2,23
128115,2,4
128202,2,4
128225,2,138
128250,2,477
128481,2,15
128519,2,9
128533,2,217
128541,2,97
128577,2,109
128580,2,306
128622,2,70
128667,2,70
128675,2,100
128758,2,18
128822,2,18
128853,2,95
128866,2,16
128877,2,34
128911,2,45
128938,2,13
128940,2,86
128999,2,38
129017,2,3
129267,2,12
129360,2,7
129496,2,51
129499,2,43
129536,2,9
129580,2,31
129791,2,12
129822,2,73
130180,2,1
130241,2,39
130501,2,13
130503,2,10
130533,2,526
130552,2,14
130553,2,29
130599,2,147
130603,2,8
130608,2,88
130621,2,69
130630,2,4
130635,2,22
130647,2,52
130713,2,189
130719,2,126
130736,2,55
130740,2,4
130773,2,67
130804,2,113
130826,2,12
130948,2,129
130994,2,10
131010,2,13
131043,2,99
131046,2,221
131074,2,108
131094,2,62
131162,2,166
131193,2,56
131269,2,18
131312,2,6
131337,2,232
131343,2,148
131444,2,13
131450,2,116
131477,2,36
131536,2,336
131538,2,12
131584,2,263
131596,2,496
131597,2,163
131598,2,80
131613,2,96
131621,2,90
131631,2,50
131662,2,140
131680,2,10
131690,2,15
131701,2,5
131773,2,35
131776,2,14
132024,2,108
132096,2,75
132135,2,37
132168,2,71
132273,2,416
132300,2,455
132446,2,69
132536,2,12
132548,2,330
132565,2,206
132582,2,56
132723,2,41
132726,2,81
132769,2,50
132790,2,152
132834,2,43
132843,2,34
132885,2,11
132935,2,23
132962,2,107
132977,2,726
132987,2,3
133040,2,46
133092,2,155
133116,2,429
133126,2,272
133133,2,17
133144,2,355
133164,2,18
133179,2,36
133188,2,44
133223,2,318
133240,2,4
133291,2,9
133307,2,89
133323,2,3
133337,2,317
133397,2,5
133403,2,49
133435,2,4
133475,2,58
133477,2,9
133489,2,146
133557,2,113
133620,2,183
133665,2,234
133873,2,249
133889,2,79
133993,2,34
134019,2,2
134112,2,19
134132,2,76
134143,2,89
134178,2,3
134246,2,138
134247,2,73
134324,2,196
134334,2,132
134425,2,120
134473,2,96
134539,2,43
134597,2,26
134607,2,6
134637,2,5
134707,2,37
134883,2,115
134910,2,53
134919,2,624
134925,2,68
134937,2,20
134941,2,71
134979,2,370
135045,2,6
135064,2,154
135101,2,14
135103,2,44
135197,2,43
135202,2,158
135318,2,67
135344,2,146
135397,2,748
135400,2,63
135509,2,23
135541,2,26
135604,2,19
135778,2,81
135780,2,67
135830,2,218
135865,2,207
135882,2,20
135895,2,133
135913,2,20
135958,2,25
135968,2,3
136000,2,38
136046,2,90
136059,2,50
136098,2,101
136099,2,77
136116,2,127
136133,2,14
136140,2,173
136143,2,28
136153,2,17
136202,2,355
136203,2,11
136205,2,48
136209,2,1
136252,2,39
136263,2,33
136268,2,6
136277,2,124
136317,2,16
136362,2,3
136378,2,4
136413,2,37
136466,2,40
136495,2,9
136516,2,42
136554,2,241
136794,2,47
136828,2,186
136839,2,92
136860,2,28
136867,2,12
136924,2,54
137185,2,23
137186,2,94
137197,2,18
137247,2,44
137331,2,29
137361,2,80
137370,2,3
137429,2,221
137493,2,1
137521,2,33
137566,2,115
137586,2,1
137696,2,87
137718,2,19
137722,2,41
137729,2,754
137779,2,307
137782,2,7
137784,2,215
137786,2,28
137829,2,708
137867,2,34
137873,2,205
138030,2,333
138049,2,5
138059,2,1
138084,2,80
138309,2,9
138323,2,149
138325,2,59
138336,2,50
138355,2,5
138396,2,34
138431,2,10
138494,2,120
138537,2,109
138617,2,128
138673,2,184
138686,2,243
138713,2,292
138815,2,45
138821,2,24
138825,2,2
138867,2,254
138895,2,36
138908,2,31
138941,2,16
138960,2,39
138993,2,23
139017,2,48
139070,2,184
139071,2,26
139143,2,44
139174,2,5
139193,2,97
139224,2,2
139225,2,63
139331,2,13
139427,2,22
139486,2,16
139510,2,58
139520,2,29
139613,2,1
139641,2,53
139644,2,2
139645,2,85
139676,2,47
139687,2,82
139740,2,98
139752,2,1
139770,2,125
139810,2,69
139831,2,19
139882,2,396
139885,2,75
139893,2,77
139945,2,23
139960,2,69
140039,2,179
140079,2,27
140100,2,161
140185,2,34
140210,2,97
140228,2,59
140252,2,4
140293,2,36
140345,2,18
140375,2,58
140398,2,38
140404,2,40
140499,2,4
140612,2,47
140614,2,14
140761,2,20
140767,2,277
140799,2,221
140804,2,3
140873,2,195
140905,2,104
140918,2,5
141063,2,148
141066,2,64
141368,2,9
141400,2,65
141465,2,9
141469,2,56
141515,2,112
141946,2,29
141965,2,15
142023,2,100
142038,2,2
142066,2,98
142113,2,296
142174,2,69
142260,2,6
142265,2,183
142290,2,307
142310,2,370
142319,2,2
142332,2,112
142352,2,81
142392,2,26
142450,2,4
142512,2,16
142525,2,33
142578,2,34
142700,2,169
142817,2,63
142855,2,92
142911,2,23
142919,2,22
142990,2,257
143073,2,21
143123,2,41
143149,2,16
143243,2,11
143250,2,27
143353,2,79
143355,2,120
143361,2,70
143363,2,20
143379,2,72
143403,2,21
143419,2,152
143429,2,94
143438,2,36
143506,2,128
143512,2,4
143533,2,77
143534,2,5
143553,2,20
143565,2,40
143602,2,93
143605,2,91
143624,2,364
143639,2,121
143656,2,99
143702,2,140
143703,2,54
143949,2,35
143962,2,457
144012,2,82
144104,2,556
144220,2,8
144439,2,65
144449,2,21
144547,2,22
144575,2,34
144582,2,53
144590,2,106
144614,2,56
144634,2,68
144689,2,148
144700,2,117
144723,2,25
144783,2,24
144789,2,4
144832,2,108
144861,2,294
144964,2,104
145016,2,12
145021,2,158
145072,2,54
145081,2,13
145190,2,64
145271,2,28
145304,2,77
145424,2,346
145491,2,18
145606,2,143
145689,2,35
145711,2,102
145729,2,292
145764,2,167
145797,2,157
145799,2,27
145806,2,9
145849,2,100
145908,2,10
145914,2,4
145933,2,416
145985,2,10
146043,2,8
146054,2,36
146061,2,254
146120,2,196
146131,2,65
146144,2,80
146209,2,95
146226,2,79
146235,2,13
146236,2,157
146282,2,169
146329,2,15
146333,2,55
146335,2,6
146409,2,21
146596,2,10
146636,2,25
146642,2,33
146695,2,62
146702,2,27
146821,2,16
147001,2,2
147045,2,29
147051,2,93
147060,2,9
147062,2,17
147077,2,28
147102,2,128
147117,2,39
147126,2,35
147159,2,75
147168,2,194
147185,2,48
147192,2,12
147206,2,182
147233,2,8
147240,2,86
147298,2,95
147299,2,91
147311,2,14
147337,2,455
147424,2,10
147470,2,163
147533,2,47
147545,2,13
147581,2,27
147585,2,191
147616,2,49
147640,2,3
147669,2,185
147720,2,6
147757,2,40
147769,2,121
147773,2,78
147874,2,19
147931,2,19
147948,2,120
147961,2,2
147972,2,91
148000,2,53
148013,2,72
148014,2,33
148056,2,493
148099,2,181
148168,2,20
148194,2,148
148300,2,38
148317,2,97
148348,2,88
148392,2,325
148417,2,54
148425,2,1
148432,2,6
148473,2,785
148512,2,35
148525,2,111
148531,2,49
148552,2,56
148558,2,87
148561,2,21
148577,2,10
148585,2,125
148619,2,75
148656,2,10
148701,2,35
148715,2,10
148797,2,7
148805,2,204
148818,2,173
148830,2,3
148918,2,82
148925,2,100
148938,2,4
149009,2,21
149016,2,89
149056,2,54
149196,2,4
149200,2,68
149241,2,8
149296,2,70
149389,2,15
149646,2,140
149660,2,86
149712,2,102
149713,2,170
149738,2,272
149753,2,24
149773,2,3
149785,2,441
149805,2,4
149832,2,106
149839,2,28
149859,2,86
149867,2,86
149889,2,59
149896,2,20
149915,2,96
149959,2,214
149999,2,1
150074,2,110
150091,2,29
150102,2,4
150117,2,75
150126,2,170
150146,2,119
150160,2,3
150232,2,1
150244,2,21
150246,2,24
150272,2,168
150296,2,43
150322,2,58
150331,2,130
150340,2,39
150365,2,40
150370,2,937
150389,2,24
150393,2,56
150398,2,132
150572,2,291
150586,2,108
150628,2,10
150787,2,262
150798,2,190
150811,2,90
150825,2,51
150837,2,237
150891,2,84
150924,2,36
150930,2,8
150969,2,24
150975,2,335
151048,2,14
151060,2,275
151063,2,96
151093,2,24
151127,2,326
151141,2,131
151156,2,23
151173,2,72
151219,2,1
151228,2,31
151237,2,221
151242,2,2
151248,2,65
151258,2,10
151260,2,18
151267,2,386
151282,2,4
151315,2,138
151346,2,161
151351,2,24
151364,2,41
151408,2,313
151415,2,19
151428,2,170
151435,2,100
151438,2,24
151442,2,30
151472,2,12
151518,2,11
151530,2,10
151531,2,12
151580,2,33
151819,2,117
151913,2,200
151960,2,3
152242,2,4
152288,2,285
152289,2,429
152421,2,175
152427,2,12
152441,2,17
152443,2,21
152449,2,42
152541,2,128
152548,2,36
152558,2,17
152574,2,18
152625,2,2
152629,2,28
152899,2,217
152992,2,112
153029,2,411
153141,2,2
153158,2,86
153331,2,590
153499,2,42
153544,2,51
153564,2,165
153648,2,39
153650,2,180
153713,2,15
153714,2,52
153728,2,109
153826,2,194
153858,2,192
153870,2,2
153930,2,43
154048,2,11
154107,2,15
154128,2,35
154199,2,2
154239,2,180
154240,2,154
154343,2,125
154358,2,99
154359,2,106
154407,2,21
154472,2,108
154483,2,57
154562,2,44
154564,2,79
154566,2,9
154583,2,13
154629,2,58
154633,2,62
154664,2,85
154714,2,49
154747,2,167
154801,2,8
155010,2,34
155234,2,4
155278,2,40
155347,2,4
155356,2,442
155419,2,57
155431,2,27
155454,2,21
155490,2,41
155589,2,71
155604,2,73
155673,2,311
155722,2,176
155736,2,75
155795,2,17
155822,2,65
155830,2,43
155891,2,1
155896,2,48
155943,2,123
155948,2,34
155973,2,13
156013,2,37
156026,2,3
156037,2,333
156039,2,45
156055,2,4
156084,2,84
156124,2,161
156236,2,14
156263,2,91
156273,2,22
156285,2,2
156287,2,47
156309,2,189
156324,2,15
156376,2,14
156712,2,82
156811,2,153
156821,2,77
156873,2,20
156928,2,99
156942,2,38
156947,2,36
156949,2,23
156957,2,21
157033,2,14
157073,2,13
157129,2,21
157173,2,3
157219,2,22
157226,2,80
157245,2,40
157363,2,1
157492,2,44
157788,2,406
157842,2,27
157846,2,556
157865,2,19
157903,2,117
158198,2,398
158379,2,83
158420,2,306
158494,2,2
158512,2,18
158514,2,240
158562,2,25
158580,2,88
158681,2,55
158724,2,408
158731,2,33
158930,2,68
158934,2,48
158935,2,203
159065,2,25
159093,2,158
159147,2,23
159152,2,193
159216,2,287
159219,2,56
159249,2,189
159333,2,6
159359,2,23
159423,2,18
159464,2,20
159561,2,40
159691,2,14
159696,2,1
159727,2,3
159729,2,213
159732,2,192
159742,2,24
159779,2,4
159797,2,2
159816,2,6
159880,2,5
159904,2,31
159933,2,48
160043,2,7
160050,2,123
160065,2,78
160113,2,74
160126,2,4
160131,2,27
160198,2,72
160202,2,4
160231,2,420
160235,2,226
160294,2,7
160362,2,1
160367,2,88
160405,2,385
160438,2,43
160439,2,178
160447,2,13
160477,2,8
160564,2,26
160623,2,63
160840,2,66
160847,2,107
160963,2,99
160973,2,220
161086,2,86
161200,2,413
161288,2,1
161406,2,94
161524,2,229
161676,2,38
161684,2,24
161690,2,7
161697,2,16
161725,2,604
161737,2,53
161746,2,134
161782,2,178
161853,2,221
161862,2,4
161929,2,148
161944,2,22
161989,2,33
162051,2,176
162181,2,31
162190,2,190
162193,2,77
162249,2,39
162281,2,121
162282,2,28
162344,2,28
162347,2,313
162415,2,25
162441,2,76
162568,2,12
162582,2,35
162594,2,47
162602,2,172
162630,2,10
162650,2,27
162729,2,3
162737,2,25
162739,2,95
162752,2,62
162774,2,75
162801,2,178
162914,2,20
162925,2,2
162948,2,52
162976,2,294
163178,2,86
163190,2,67
163214,2,20
163259,2,211
163329,2,115
163334,2,15
163335,2,86
163366,2,164
163370,2,3
163419,2,74
163430,2,22
163457,2,241
163464,2,15
163500,2,231
163529,2,26
163604,2,5
163709,2,150
163717,2,362
163720,2,75
163786,2,62
163792,2,96
163866,2,122
163874,2,155
163981,2,50
164082,2,96
164261,2,292
164287,2,188
164467,2,192
164476,2,20
164516,2,59
164573,2,254
164585,2,674
164768,2,48
164815,2,29
164826,2,100
164944,2,77
164960,2,20
164994,2,230
165011,2,196
165034,2,32
165059,2,234
165060,2,63
165089,2,286
165096,2,51
165103,2,268
165130,2,65
165141,2,97
165157,2,93
165190,2,242
165219,2,55
165237,2,51
165335,2,19
165336,2,119
165346,2,274
165384,2,28
165494,2,1
165499,2,222
165527,2,92
165568,2,189
165615,2,261
165636,2,18
165727,2,22
165754,2,51
165782,2,58
165800,2,47
165802,2,40
165822,2,28
165862,2,9
165906,2,308
165977,2,55
166040,2,238
166188,2,59
166192,2,58
166196,2,380
166199,2,114
166234,2,36
166235,2,281
166251,2,101
166261,2,5
166317,2,203
166327,2,149
166379,2,276
166385,2,70
166437,2,115
166498,2,38
166544,2,80
166604,2,7
166628,2,115
166640,2,132
166643,2,43
166747,2,31
166750,2,141
166821,2,123
166864,2,48
166870,2,33
166928,2,5
167123,2,134
167136,2,480
167137,2,4
167172,2,32
167386,2,47
167487,2,323
167491,2,53
167636,2,23
167640,2,15
167654,2,6
167665,2,142
167698,2,43
167843,2,237
167893,2,121
167971,2,6
168004,2,4
168036,2,77
168046,2,2
168069,2,44
168134,2,84
168137,2,177
168168,2,201
168275,2,107
168331,2,5
168424,2,138
168440,2,63
168441,2,135
168444,2,50
168463,2,1151
168482,2,112
168486,2,146
168494,2,219
168496,2,138
168498,2,91
168508,2,125
168518,2,22
168531,2,146
168573,2,311
168577,2,3
168591,2,163
168596,2,31
168611,2,62
168616,2,64
168622,2,148
168660,2,300
168661,2,81
168703,2,29
168737,2,206
168768,2,84
168807,2,315
168811,2,159
168813,2,182
168818,2,9
168835,2,459
169178,2,456
169250,2,222
169435,2,197
169473,2,180
169478,2,212
169539,2,213
169568,2,16
169591,2,10
169937,2,199
169942,2,48
169944,2,150
169948,2,117
169950,2,13
169959,2,144
169980,2,126
170103,2,74
170142,2,111
170144,2,171
170178,2,186
170180,2,2
170295,2,76
170298,2,11
170312,2,27
170315,2,50
170318,2,441
170382,2,104
170417,2,50
170447,2,89
170521,2,37
170527,2,17
170534,2,4
170588,2,459
170600,2,326
170604,2,170
170625,2,271
170626,2,85
170630,2,311
170633,2,128
170643,2,43
170646,2,211
170664,2,46
170671,2,70
170689,2,53
170773,2,49
170783,2,17
170784,2,321
170785,2,172
170792,2,31
170804,2,308
170815,2,72
170818,2,21
170822,2,371
170940,2,3
171069,2,91
171095,2,68
171108,2,58
171171,2,34
171221,2,149
171241,2,53
171275,2,180
171308,2,75
171471,2,99
171475,2,69
171549,2,67
171598,2,3
171617,2,67
171655,2,63
171693,2,20
171705,2,91
171744,2,57
171754,2,83
171799,2,14
171803,2,590
171810,2,136
171825,2,55
171830,2,256
171835,2,66
171849,2,88
171863,2,106
171865,2,117
171890,2,305
171905,2,19
171997,2,86
172046,2,137
172069,2,111
172090,2,157
172103,2,333
172152,2,418
172175,2,6
172185,2,224
172220,2,28
172235,2,136
172251,2,154
172255,2,11
172300,2,271
172309,2,3
172315,2,181
172332,2,130
172342,2,345
172345,2,107
172383,2,16
172410,2,29
172435,2,595
172479,2,94
172490,2,9
172496,2,103
172503,2,610
172540,2,35
172862,2,226
172911,2,122
172975,2,155
172987,2,91
172995,2,27
173057,2,30
173064,2,620
173076,2,71
173102,2,270
173115,2,110
173278,2,67
173354,2,22
173396,2,261
173413,2,366
173473,2,295
173478,2,298
173483,2,330
173532,2,867
173547,2,113
173553,2,136
173557,2,147
173588,2,155
173605,2,105
173684,2,76
173687,2,17
173719,2,95
173733,2,50
173754,2,147
173762,2,193
173832,2,282
173881,2,426
173891,2,151
174348,2,182
174350,2,313
174364,2,101
174454,2,1536
174547,2,169
174582,2,48
174594,2,994
174641,2,73
174711,2,718
174861,2,78
174872,2,153
174882,2,131
174941,2,434
174957,2,79
175001,2,171
175033,2,273
175042,2,11
175113,2,106
175151,2,59
175152,2,202
175160,2,388
175181,2,174
175194,2,29
175198,2,80
175254,2,342
175256,2,28
175276,2,177
175314,2,15
175376,2,215
175669,2,309
175687,2,121
175697,2,34
175825,2,6
175842,2,103
175957,2,562
175968,2,17
175980,2,283
176113,2,365
176126,2,270
176144,2,17
176293,2,191
176323,2,28
176330,2,426
176395,2,4
176412,2,161
176529,2,171
176532,2,244
176562,2,68
176794,2,245
176834,2,16
176845,2,1
176991,2,61
177021,2,55
177165,2,10
177173,2,42
177288,2,126
177294,2,790
177791,2,243
177842,2,57
177923,2,98
177970,2,107
177980,2,881
178369,2,188
178395,2,32
178464,2,308
178493,2,64
178494,2,294
178644,2,6
178647,2,92
178716,2,69
178720,2,281
178803,2,294
178811,2,258
178868,2,312
178920,2,488
179052,2,222
179074,2,132
179082,2,503
179203,2,5
179207,2,190
179231,2,10
179265,2,360
179332,2,133
179371,2,81
179405,2,159
179609,2,145
179746,2,156
179748,2,82
179833,2,145
179842,2,171
179920,2,205
179922,2,34
179955,2,249
180019,2,17
180062,2,51
180174,2,221
180184,2,91
180206,2,228
180270,2,250
180323,2,54
180415,2,41
180438,2,241
180451,2,21
180452,2,64
180583,2,17
180737,2,68
180761,2,420
181060,2,119
181089,2,53
181092,2,210
181103,2,105
181105,2,6
181116,2,417
181133,2,126
181136,2,94
181144,2,7
181146,2,137
181233,2,174
181250,2,544
181305,2,498
181323,2,77
181326,2,573
181344,2,75
181373,2,606
181375,2,236
181403,2,234
181408,2,664
181461,2,332
181466,2,299
181476,2,26
181490,2,514
181509,2,422
181514,2,220
181525,2,31
181554,2,37
181576,2,911
181582,2,103
181586,2,44
181611,2,28
181616,2,387
181620,2,646
181799,2,518
181840,2,4
181889,2,178
181899,2,573
181920,2,156
181954,2,85
181956,2,31
181966,2,71
181987,2,105
182354,2,179
182416,2,74
182469,2,282
182485,2,643
182487,2,106
182502,2,497
182536,2,6
182544,2,92
182545,2,100
182637,2,88
182678,2,174
182692,2,96
182697,2,16
182723,2,146
182751,2,5
182808,2,243
182837,2,44
182885,2,252
182895,2,77
182898,2,405
182943,2,492
183007,2,277
183045,2,226
183053,2,206
183054,2,558
183114,2,20
183116,2,593
183228,2,132
183353,2,57
183379,2,85
183400,2,53
183561,2,187
183724,2,141
183837,2,171
183861,2,359
183898,2,76
183923,2,187
183993,2,22
184117,2,11
184288,2,137
184359,2,680
184668,2,39
184760,2,67
184761,2,219
184813,2,723
184872,2,121
184918,2,30
184950,2,243
184983,2,118
185095,2,21
185111,2,173
185121,2,385
185143,2,133
185158,2,83
185227,2,261
185298,2,340
185411,2,77
185774,2,121
186468,2,334
186639,2,392
186672,2,49
186718,2,131
186737,2,138
186741,2,112
186824,2,212
186844,2,172
186869,2,210
186969,2,564
186994,2,256
187049,2,178
187094,2,286
187095,2,407
187153,2,138
187207,2,136
187246,2,101
187260,2,5
187327,2,308
187337,2,229
187345,2,394
187391,2,134
187408,2,419
187438,2,113
187491,2,186
187522,2,374
187560,2,210
187577,2,121
187716,2,260
187758,2,66
187774,2,67
187802,2,138
187954,2,94
187986,2,288
188123,2,134
188202,2,177
188244,2,214
188313,2,167
188450,2,364
188461,2,395
188474,2,291
188481,2,85
188504,2,70
188514,2,766
188551,2,51
188561,2,28
188577,2,197
188590,2,283
188601,2,59
188644,2,145
188659,2,293
188733,2,95
188802,2,311
188820,2,311
188856,2,250
188875,2,28
188907,2,479
188911,2,59
188995,2,320
188998,2,253
189005,2,103
189038,2,68
189055,2,351
189089,2,104
189097,2,356
189106,2,126
189119,2,81
189136,2,4
189212,2,149
189232,2,152
189275,2,217
189306,2,366
189346,2,164
189435,2,88
189593,2,203
189638,2,48
189685,2,173
189705,2,39
189711,2,272
189734,2,212
189794,2,98
189850,2,155
189851,2,28
189954,2,422
189975,2,10
189976,2,36
190002,2,218
190071,2,114
190082,2,76
190105,2,530
190141,2,254
190155,2,58
190159,2,217
190248,2,286
190254,2,297
190259,2,135
190292,2,521
190345,2,164
190361,2,82
190369,2,314
190387,2,123
190400,2,42
190404,2,197
190431,2,133
190440,2,429
190499,2,266
190563,2,122
190964,2,528
190989,2,666
191003,2,45
191011,2,103
191079,2,208
191234,2,653
191336,2,310
191437,2,261
191495,2,38
191516,2,114
191554,2,108
191630,2,167
191725,2,281
191742,2,611
191748,2,18
191772,2,169
191806,2,165
191842,2,57
191845,2,183
191878,2,151
191897,2,459
191972,2,93
192078,2,244
192355,2,196
192382,2,615
192449,2,164
192509,2,157
192552,2,316
192594,2,125
192687,2,122
192843,2,57
192869,2,650
192976,2,21
192996,2,244
193019,2,423
193116,2,143
193192,2,75
193231,2,136
193265,2,342
193280,2,303
193307,2,17
193477,2,320
193682,2,879
193711,2,676
193751,2,324
193780,2,392
193818,2,449
193883,2,184
193884,2,907
193895,2,69
193908,2,290
193936,2,300
194182,2,367
194186,2,25
194243,2,35
194247,2,48
194349,2,419
194437,2,61
194572,2,256
194858,2,286
194953,2,140
195331,2,149
195376,2,224
195488,2,491
195917,2,194
196056,2,65
196153,2,103
196252,2,1060
196328,2,11
196543,2,121
196635,2,170
196666,2,66
196671,2,134
196725,2,166
196731,2,17
196741,2,599
196746,2,69
196782,2,119
196828,2,177
196841,2,226
196872,2,221
196909,2,200
196936,2,33
196958,2,380
197163,2,82
197166,2,71
197257,2,214
197261,2,397
197328,2,153
197697,2,183
197747,2,70
197768,2,70
197911,2,41
197927,2,301
198064,2,510
198315,2,95
198373,2,359
198399,2,255
198461,2,199
198468,2,163
198573,2,197
198642,2,289
199113,2,252
199224,2,229
199278,2,50
199284,2,11
199309,2,156
199350,2,54
199364,2,1207
199419,2,253
199457,2,223
199480,2,218
199482,2,250
199535,2,96
199618,2,407
199637,2,39
199689,2,290
199707,2,790
199755,2,31
199764,2,189
199850,2,149
199868,2,297
199933,2,458
199957,2,138
199958,2,168
200000,2,14
200085,2,118
200108,2,375
200126,2,37
200154,2,702
200158,2,3
200179,2,310
200255,2,185
200451,2,19
200461,2,98
200484,2,124
200535,2,223
200610,2,229
200889,2,32
200980,2,41
201023,2,153
201056,2,393
201070,2,247
201090,2,440
201108,2,146
201155,2,216
201217,2,108
201232,2,198
201277,2,186
201287,2,337
201291,2,145
201337,2,56
201383,2,386
201385,2,128
201457,2,159
201473,2,157
201540,2,218
201570,2,537
201719,2,235
201790,2,82
202016,2,26
202055,2,287
202077,2,216
202319,2,45
202487,2,43
202505,2,229
202573,2,176
202589,2,156
202595,2,91
202658,2,64
202681,2,1020
202686,2,68
202701,2,403
202826,2,397
202879,2,607
203022,2,151
203165,2,358
203166,2,23
203230,2,205
203253,2,33
203276,2,302
203398,2,557
203404,2,147
203420,2,23
203605,2,131
203677,2,189
203725,2,106
204195,2,216
204230,2,44
204264,2,66
204268,2,57
204279,2,59
204348,2,626
204415,2,25
204456,2,171
204486,2,213
204495,2,51
204538,2,200
204564,2,20
204579,2,212
204642,2,326
204660,2,79
205554,2,33
205600,2,45
205709,2,157
205725,2,328
205754,2,254
205846,2,32
205926,2,172
205997,2,217
206137,2,200
206438,2,147
206491,2,281
206510,2,42
206727,2,864
206729,2,109
206889,2,84
207000,2,5
207039,2,5
207238,2,1231
207248,2,1
207255,2,271
207403,2,462
207472,2,315
207502,2,27
207550,2,379
207570,2,23
207639,2,201
207670,2,24
207785,2,339
207875,2,61
207892,2,48
208461,2,125
208500,2,174
208513,2,2
208582,2,46
208786,2,125
208836,2,53
208883,2,62
208953,2,146
208956,2,69
208957,2,4
208961,2,205
208964,2,67
208993,2,67
209006,2,88
209053,2,112
209063,2,345
209101,2,98
209200,2,93
209218,2,90
209238,2,33
209346,2,39
209364,2,142
209366,2,472
209391,2,524
209454,2,61
209456,2,96
209521,2,316
209599,2,439
209646,2,15
209928,2,18
210078,2,2
210377,2,114
210412,2,52
210509,2,86
210530,2,3
210662,2,80
210884,2,133
210994,2,92
211050,2,193
211054,2,48
211122,2,76
211196,2,107
211295,2,132
211299,2,357
211367,2,221
211368,2,28
211374,2,58
211382,2,139
211390,2,1
211493,2,19
211499,2,21
211533,2,192
211564,2,34
211590,2,197
211601,2,24
211681,2,187
211686,2,31
211707,2,31
211717,2,106
211718,2,35
211736,2,56
211825,2,11
211827,2,62
211848,2,24
211860,2,176
211934,2,225
212208,2,181
212220,2,161
212225,2,604
212227,2,221
212230,2,405
212246,2,383
212251,2,288
212277,2,126
212311,2,563
212315,2,619
212353,2,302
212391,2,109
212413,2,42
212415,2,554
212468,2,302
212684,2,80
212703,2,248
212797,2,440
212893,2,270
213114,2,160
213131,2,85
213196,2,99
213280,2,121
213413,2,536
213550,2,224
213677,2,34
214004,2,475
214027,2,40
214155,2,474
214424,2,292
214751,2,155
215073,2,157
215107,2,713
215842,2,27
216053,2,64
216198,2,52
216248,2,139
216283,2,140
216454,2,25
216456,2,52
216539,2,400
216697,2,36
216950,2,26
217036,2,51
217415,2,169
217462,2,20
217565,2,8
217570,2,112
217636,2,194
217667,2,14
217782,2,180
217821,2,19
217880,2,267
217897,2,87
217899,2,303
217904,2,211
218117,2,171
218121,2,17
218171,2,3
218178,2,21
218591,2,20
220667,2,15
220708,2,22
220753,2,139
220763,2,42
220807,2,25
220955,2,2
221073,2,36
221079,2,164
221171,2,43
221223,2,9
221297,2,201
221374,2,75
221455,2,189
221619,2,6
221624,2,33
221626,2,228
221653,2,76
221836,2,36
221898,2,40
221991,2,86
222052,2,142
222676,2,143
222733,2,41
222819,2,91
222822,2,69
222855,2,183
223038,2,20
223098,2,74
223213,2,18
223385,2,72
223449,2,30
223493,2,48
223511,2,120
223737,2,15
223819,2,30
223946,2,97
223963,2,57
224131,2,59
224698,2,107
224763,2,41
225088,2,71
225215,2,39
225412,2,51
225427,2,134
225469,2,25
225601,2,83
225748,2,94
225911,2,118
226470,2,44
9138,3,145
9385,3,3
9476,3,52
9480,3,245
9747,3,125
9806,3,118
9848,3,189
9881,3,123
9890,3,132
9914,3,95
