create_dt,supplier_id,city_id,fee_per_user_label,order_shuliang_label,active_label,create_day_label
2015/12/28,80222,22,25-30yuan,500+order,high,30+day
2015/12/28,80223,11,30-35yuan,50-100order,low,15-30day
2015/12/28,80224,23,25-30yuan,500+order,high,30+day
2015/12/28,80227,8,25-30yuan,500+order,high,30+day
2015/12/28,80229,12,30-35yuan,0-10order,low,7-15day
2015/12/28,80230,19,25-30yuan,500+order,high,30+day
2015/12/28,80231,4,25-30yuan,200-500order,high,15-30day
2015/12/28,80241,21,30-35yuan,100-200order,high,15-30day
2015/12/28,80243,1,30-35yuan,100-200order,high,30+day
2015/12/28,80244,5,30-35yuan,50-100order,high,30+day
2015/12/28,80246,1,25-30yuan,100-200order,low,30+day
2015/12/28,80253,2,30-35yuan,50-100order,high,15-30day
2015/12/28,80254,22,25-30yuan,200-500order,low,30+day
2015/12/28,80257,17,25-30yuan,500+order,high,15-30day
2015/12/28,80258,15,35-40yuan,50-100order,high,15-30day
2015/12/28,80260,9,25-30yuan,500+order,high,30+day
2015/12/28,80266,8,35-40yuan,500+order,low,15-30day
2015/12/28,80271,2,20-25yuan,10-50order,low,15-30day
2015/12/28,80281,17,25-30yuan,200-500order,low,15-30day
2015/12/28,80286,22,25-30yuan,200-500order,high,7-15day
2015/12/28,80287,6,30-35yuan,0-10order,low,15-30day
2015/12/28,80290,19,30-35yuan,500+order,high,30+day
2015/12/28,80292,19,25-30yuan,200-500order,high,15-30day
2015/12/28,80298,9,35-40yuan,200-500order,high,15-30day
2015/12/28,80302,1,35-40yuan,50-100order,high,7-15day
2015/12/28,80306,6,25-30yuan,500+order,high,15-30day
2015/12/28,80311,3,20-25yuan,200-500order,high,30+day
2015/12/28,80313,9,25-30yuan,200-500order,high,7-15day
2015/12/28,80317,2,25-30yuan,100-200order,high,15-30day
2015/12/28,80319,1,30-35yuan,10-50order,high,3-7day
2015/12/28,80325,9,30-35yuan,500+order,high,30+day
2015/12/28,80331,9,35-40yuan,500+order,high,30+day
2015/12/28,80333,17,25-30yuan,10-50order,high,3-7day
2015/12/28,80337,5,35-40yuan,500+order,high,15-30day
2015/12/28,80347,1,25-30yuan,500+order,high,30+day
2015/12/28,80348,2,25-30yuan,50-100order,low,7-15day
2015/12/28,80351,9,20-25yuan,10-50order,high,3-7day
2015/12/28,80352,15,40+yuan,50-100order,low,15-30day
2015/12/28,80356,9,25-30yuan,500+order,high,30+day
2015/12/28,80359,21,25-30yuan,100-200order,high,15-30day
2015/12/28,80362,17,35-40yuan,10-50order,high,0-3day
2015/12/28,80363,9,20-25yuan,0-10order,low,30+day
2015/12/28,80364,11,30-35yuan,10-50order,low,15-30day
2015/12/28,80365,8,30-35yuan,500+order,high,30+day
2015/12/28,80366,2,25-30yuan,200-500order,high,15-30day
2015/12/28,80369,11,30-35yuan,100-200order,high,15-30day
2015/12/28,80370,2,30-35yuan,50-100order,high,7-15day
2015/12/28,80374,14,25-30yuan,50-100order,low,30+day
2015/12/28,80376,23,25-30yuan,10-50order,high,7-15day
2015/12/28,80384,5,30-35yuan,200-500order,high,15-30day
2015/12/28,80392,2,25-30yuan,10-50order,low,15-30day
2015/12/28,80394,23,20-25yuan,500+order,high,30+day
2015/12/28,80400,9,25-30yuan,50-100order,low,30+day
2015/12/28,80401,3,25-30yuan,0-10order,low,30+day
2015/12/28,80402,9,25-30yuan,100-200order,high,30+day
2015/12/28,80403,1,30-35yuan,200-500order,high,30+day
2015/12/28,80405,11,20-25yuan,500+order,high,15-30day
2015/12/28,80408,23,35-40yuan,50-100order,low,30+day
2015/12/28,80411,9,20-25yuan,200-500order,high,30+day
2015/12/28,80413,1,35-40yuan,10-50order,low,15-30day
2015/12/28,80420,9,35-40yuan,200-500order,high,7-15day
2015/12/28,80422,9,25-30yuan,200-500order,high,30+day
2015/12/28,80425,6,35-40yuan,10-50order,low,15-30day
2015/12/28,80426,11,35-40yuan,100-200order,high,15-30day
2015/12/28,80428,11,25-30yuan,200-500order,high,15-30day
2015/12/28,80429,11,25-30yuan,500+order,high,15-30day
2015/12/28,80430,2,25-30yuan,200-500order,low,15-30day
2015/12/28,80435,15,35-40yuan,100-200order,high,7-15day
2015/12/28,80438,23,20-25yuan,200-500order,low,30+day
2015/12/28,80440,1,20-25yuan,100-200order,high,15-30day
2015/12/28,80441,2,25-30yuan,200-500order,high,15-30day
2015/12/28,80447,9,30-35yuan,100-200order,high,30+day
2015/12/28,80454,22,25-30yuan,200-500order,high,30+day
2015/12/28,80456,6,30-35yuan,10-50order,high,7-15day
2015/12/28,80457,17,25-30yuan,200-500order,high,15-30day
2015/12/28,80459,12,30-35yuan,0-10order,low,30+day
2015/12/28,80463,17,25-30yuan,500+order,high,15-30day
2015/12/28,80465,1,40+yuan,100-200order,high,15-30day
2015/12/28,80474,14,30-35yuan,200-500order,high,30+day
2015/12/28,80477,23,35-40yuan,200-500order,high,30+day
2015/12/28,80478,5,25-30yuan,500+order,low,30+day
2015/12/28,80483,3,25-30yuan,500+order,high,30+day
2015/12/28,80489,1,25-30yuan,200-500order,low,15-30day
2015/12/28,80491,2,25-30yuan,50-100order,high,15-30day
2015/12/28,80506,1,35-40yuan,0-10order,low,15-30day
2015/12/28,80512,1,25-30yuan,200-500order,high,15-30day
2015/12/28,80514,1,25-30yuan,50-100order,low,30+day
2015/12/28,80515,2,25-30yuan,200-500order,high,15-30day
2015/12/28,80518,11,40+yuan,0-10order,low,7-15day
2015/12/28,80520,12,25-30yuan,500+order,high,30+day
2015/12/28,80530,19,35-40yuan,50-100order,low,30+day
2015/12/28,80532,1,25-30yuan,200-500order,high,15-30day
2015/12/28,80535,11,20-25yuan,100-200order,low,15-30day
2015/12/28,80540,22,20-25yuan,500+order,high,30+day
2015/12/28,80560,2,25-30yuan,500+order,high,15-30day
2015/12/28,80586,1,35-40yuan,10-50order,low,15-30day
2015/12/28,80590,21,30-35yuan,500+order,high,15-30day
2015/12/28,80596,16,30-35yuan,50-100order,low,15-30day
2015/12/28,80599,1,35-40yuan,10-50order,low,15-30day
2015/12/28,80604,11,20-25yuan,200-500order,high,7-15day
2015/12/28,80614,14,35-40yuan,10-50order,low,30+day
2015/12/28,80616,9,30-35yuan,100-200order,high,30+day
2015/12/28,80617,14,25-30yuan,500+order,high,30+day
2015/12/28,80623,10,40+yuan,0-10order,low,15-30day
2015/12/28,80631,5,25-30yuan,500+order,high,30+day
2015/12/28,80634,1,20-25yuan,200-500order,high,7-15day
2015/12/28,80642,12,25-30yuan,200-500order,high,30+day
2015/12/28,80663,12,25-30yuan,100-200order,high,30+day
2015/12/28,80673,11,20-25yuan,0-10order,low,15-30day
2015/12/28,80717,19,25-30yuan,500+order,high,30+day
2015/12/28,80732,19,25-30yuan,500+order,high,30+day
2015/12/28,80740,5,30-35yuan,50-100order,low,30+day
2015/12/28,80743,9,25-30yuan,500+order,high,30+day
2015/12/28,80745,19,40+yuan,100-200order,low,30+day
2015/12/28,80747,5,25-30yuan,500+order,high,30+day
2015/12/28,80748,1,30-35yuan,200-500order,high,15-30day
2015/12/28,80784,2,25-30yuan,100-200order,low,15-30day
2015/12/28,80787,5,20-25yuan,0-10order,low,30+day
2015/12/28,80788,1,35-40yuan,10-50order,high,7-15day
2015/12/28,80789,11,30-35yuan,100-200order,high,15-30day
2015/12/28,80812,9,25-30yuan,50-100order,low,30+day
2015/12/28,80828,9,35-40yuan,50-100order,low,30+day
2015/12/28,80835,9,25-30yuan,100-200order,high,15-30day
2015/12/28,80859,1,30-35yuan,200-500order,high,15-30day
2015/12/28,80862,2,30-35yuan,200-500order,high,15-30day
2015/12/28,80878,1,40+yuan,0-10order,low,3-7day
2015/12/28,80884,1,30-35yuan,10-50order,low,30+day
2015/12/28,80886,19,40+yuan,100-200order,low,30+day
2015/12/28,80889,9,30-35yuan,100-200order,high,30+day
2015/12/28,80893,1,30-35yuan,100-200order,high,15-30day
2015/12/28,80902,11,20-25yuan,200-500order,high,15-30day
2015/12/28,80903,3,25-30yuan,500+order,low,30+day
2015/12/28,80915,19,30-35yuan,100-200order,low,30+day
2015/12/28,80922,1,30-35yuan,200-500order,high,15-30day
2015/12/28,80924,1,40+yuan,10-50order,low,15-30day
2015/12/28,80936,19,25-30yuan,500+order,high,30+day
2015/12/28,80945,2,25-30yuan,10-50order,low,15-30day
2015/12/28,80953,19,30-35yuan,50-100order,low,30+day
2015/12/28,80954,1,25-30yuan,50-100order,high,15-30day
2015/12/28,80962,14,30-35yuan,500+order,low,30+day
2015/12/28,80965,1,30-35yuan,50-100order,high,15-30day
2015/12/28,80966,13,30-35yuan,100-200order,high,15-30day
2015/12/28,80967,23,25-30yuan,100-200order,high,15-30day
2015/12/28,80972,1,30-35yuan,50-100order,low,30+day
2015/12/28,80976,1,35-40yuan,100-200order,high,15-30day
2015/12/28,81004,19,25-30yuan,500+order,high,30+day
2015/12/28,81005,1,25-30yuan,200-500order,high,30+day
2015/12/28,81009,1,35-40yuan,0-10order,low,3-7day
2015/12/28,81010,6,25-30yuan,500+order,high,15-30day
2015/12/28,81024,17,25-30yuan,200-500order,high,7-15day
2015/12/28,81027,3,25-30yuan,200-500order,low,30+day
2015/12/28,81028,19,30-35yuan,10-50order,low,30+day
2015/12/28,81036,1,25-30yuan,100-200order,high,30+day
2015/12/28,81042,1,20-25yuan,200-500order,high,30+day
2015/12/28,81044,9,25-30yuan,500+order,high,30+day
2015/12/28,81059,13,25-30yuan,50-100order,low,15-30day
2015/12/28,81062,19,35-40yuan,50-100order,low,30+day
2015/12/28,81076,3,20-25yuan,500+order,high,30+day
2015/12/28,81083,11,30-35yuan,200-500order,high,15-30day
2015/12/28,81085,19,30-35yuan,500+order,high,30+day
2015/12/28,81086,15,35-40yuan,50-100order,high,7-15day
2015/12/28,81088,5,25-30yuan,200-500order,high,30+day
2015/12/28,81093,1,40+yuan,10-50order,low,15-30day
2015/12/28,81094,14,30-35yuan,0-10order,low,30+day
2015/12/28,81096,15,40+yuan,10-50order,low,15-30day
2015/12/28,81100,1,25-30yuan,10-50order,low,7-15day
2015/12/28,81106,23,25-30yuan,500+order,high,30+day
2015/12/28,81111,23,30-35yuan,500+order,high,30+day
2015/12/28,81123,1,30-35yuan,500+order,high,15-30day
2015/12/28,81128,15,25-30yuan,100-200order,high,15-30day
2015/12/28,81136,3,25-30yuan,500+order,high,30+day
2015/12/28,81140,22,25-30yuan,500+order,high,7-15day
2015/12/28,81145,19,25-30yuan,500+order,high,30+day
2015/12/28,81147,15,35-40yuan,100-200order,high,15-30day
2015/12/28,81148,12,25-30yuan,200-500order,high,30+day
2015/12/28,81157,9,25-30yuan,200-500order,high,30+day
2015/12/28,81162,11,20-25yuan,0-10order,low,15-30day
2015/12/28,81166,1,35-40yuan,0-10order,low,15-30day
2015/12/28,81178,1,35-40yuan,500+order,high,15-30day
2015/12/28,81182,9,30-35yuan,100-200order,high,15-30day
2015/12/28,81186,3,25-30yuan,200-500order,low,30+day
2015/12/28,81193,19,30-35yuan,500+order,high,30+day
2015/12/28,81197,11,30-35yuan,500+order,high,15-30day
2015/12/28,81213,19,30-35yuan,0-10order,low,30+day
2015/12/28,81241,4,30-35yuan,0-10order,high,3-7day
2015/12/28,81247,11,20-25yuan,200-500order,high,7-15day
2015/12/28,81257,11,20-25yuan,100-200order,high,15-30day
2015/12/28,81259,2,25-30yuan,50-100order,high,15-30day
2015/12/28,81266,9,40+yuan,100-200order,high,15-30day
2015/12/28,81278,11,30-35yuan,10-50order,high,3-7day
2015/12/28,81284,12,25-30yuan,10-50order,low,30+day
2015/12/28,81297,11,25-30yuan,50-100order,high,15-30day
2015/12/28,81301,1,30-35yuan,500+order,high,15-30day
2015/12/28,81320,9,25-30yuan,500+order,low,15-30day
2015/12/28,81323,5,40+yuan,50-100order,high,15-30day
2015/12/28,81357,22,25-30yuan,200-500order,high,15-30day
2015/12/28,81361,3,30-35yuan,100-200order,high,30+day
2015/12/28,81370,19,25-30yuan,500+order,high,30+day
2015/12/28,81385,1,35-40yuan,50-100order,high,7-15day
2015/12/28,81403,21,20-25yuan,50-100order,high,7-15day
2015/12/28,81405,3,25-30yuan,200-500order,low,30+day
2015/12/28,81409,8,35-40yuan,50-100order,low,30+day
2015/12/28,81420,2,25-30yuan,0-10order,high,0-3day
2015/12/28,81429,2,20-25yuan,10-50order,high,3-7day
2015/12/28,81436,1,30-35yuan,200-500order,low,15-30day
2015/12/28,81441,9,20-25yuan,500+order,high,30+day
2015/12/28,81443,2,25-30yuan,100-200order,low,15-30day
2015/12/28,81477,3,40+yuan,50-100order,low,30+day
2015/12/28,81482,17,30-35yuan,100-200order,high,15-30day
2015/12/28,81484,9,35-40yuan,100-200order,high,30+day
2015/12/28,81486,14,25-30yuan,200-500order,high,15-30day
2015/12/28,81488,9,20-25yuan,200-500order,high,30+day
2015/12/28,81489,9,25-30yuan,500+order,high,30+day
2015/12/28,81492,9,25-30yuan,200-500order,high,30+day
2015/12/28,81494,9,40+yuan,10-50order,low,15-30day
2015/12/28,81497,15,30-35yuan,10-50order,low,15-30day
2015/12/28,81500,15,25-30yuan,100-200order,high,15-30day
2015/12/28,81503,6,25-30yuan,0-10order,high,0-3day
2015/12/28,81508,23,25-30yuan,500+order,high,30+day
2015/12/28,81512,9,25-30yuan,200-500order,high,15-30day
2015/12/28,81519,17,30-35yuan,200-500order,high,15-30day
2015/12/28,81521,14,30-35yuan,200-500order,high,15-30day
2015/12/28,81522,11,40+yuan,10-50order,low,15-30day
2015/12/28,81525,8,25-30yuan,200-500order,high,30+day
2015/12/28,81528,11,20-25yuan,200-500order,high,15-30day
2015/12/28,81531,19,25-30yuan,500+order,high,30+day
2015/12/28,81533,1,30-35yuan,0-10order,high,0-3day
2015/12/28,81540,22,25-30yuan,500+order,high,30+day
2015/12/28,81541,9,30-35yuan,500+order,high,30+day
2015/12/28,81564,1,20-25yuan,50-100order,low,30+day
2015/12/28,81569,9,25-30yuan,500+order,low,30+day
2015/12/28,81575,14,25-30yuan,10-50order,low,15-30day
2015/12/28,81577,15,30-35yuan,200-500order,high,15-30day
2015/12/28,81580,19,40+yuan,200-500order,high,15-30day
2015/12/28,81581,1,30-35yuan,50-100order,high,15-30day
2015/12/28,81583,2,25-30yuan,10-50order,high,15-30day
2015/12/28,81587,16,35-40yuan,0-10order,low,15-30day
2015/12/28,81590,22,40+yuan,10-50order,high,7-15day
2015/12/28,81602,1,30-35yuan,10-50order,high,3-7day
2015/12/28,81624,9,30-35yuan,500+order,high,30+day
2015/12/28,81651,22,25-30yuan,500+order,high,30+day
2015/12/28,81667,11,30-35yuan,0-10order,low,15-30day
2015/12/28,81671,3,40+yuan,0-10order,low,7-15day
2015/12/28,81675,9,35-40yuan,500+order,high,30+day
2015/12/28,81681,9,40+yuan,200-500order,high,15-30day
2015/12/28,81692,16,35-40yuan,0-10order,low,15-30day
2015/12/28,81712,17,40+yuan,200-500order,high,15-30day
2015/12/28,81714,16,25-30yuan,10-50order,low,7-15day
2015/12/28,81716,15,35-40yuan,0-10order,low,15-30day
2015/12/28,81728,11,25-30yuan,50-100order,low,15-30day
2015/12/28,81737,14,30-35yuan,10-50order,low,30+day
2015/12/28,81738,1,25-30yuan,10-50order,low,30+day
2015/12/28,81752,9,20-25yuan,500+order,high,30+day
2015/12/28,81766,14,40+yuan,0-10order,low,15-30day
2015/12/28,81779,10,30-35yuan,0-10order,low,15-30day
2015/12/28,81780,3,40+yuan,0-10order,low,30+day
2015/12/28,81827,3,25-30yuan,500+order,high,30+day
2015/12/28,81834,23,25-30yuan,100-200order,low,30+day
2015/12/28,81843,5,25-30yuan,500+order,high,30+day
2015/12/28,81873,14,25-30yuan,10-50order,low,30+day
2015/12/28,81876,19,25-30yuan,500+order,high,30+day
2015/12/28,81882,6,20-25yuan,10-50order,low,15-30day
2015/12/28,81883,19,30-35yuan,500+order,high,30+day
2015/12/28,81903,23,30-35yuan,100-200order,high,15-30day
2015/12/28,81904,19,40+yuan,100-200order,low,30+day
2015/12/28,81911,9,35-40yuan,500+order,high,30+day
2015/12/28,81917,9,20-25yuan,200-500order,high,7-15day
2015/12/28,81918,9,20-25yuan,500+order,high,30+day
2015/12/28,81920,21,20-25yuan,10-50order,low,15-30day
2015/12/28,81922,2,25-30yuan,500+order,high,7-15day
2015/12/28,81928,6,35-40yuan,0-10order,low,15-30day
2015/12/28,81932,2,20-25yuan,200-500order,high,15-30day
2015/12/28,81936,2,30-35yuan,100-200order,high,7-15day
2015/12/28,81940,14,25-30yuan,200-500order,low,15-30day
2015/12/28,81942,8,30-35yuan,100-200order,high,30+day
2015/12/28,81943,19,25-30yuan,500+order,high,30+day
2015/12/28,81948,2,20-25yuan,100-200order,high,15-30day
2015/12/28,81950,11,30-35yuan,50-100order,low,15-30day
2015/12/28,81953,8,30-35yuan,500+order,high,30+day
2015/12/28,81963,9,25-30yuan,200-500order,high,15-30day
2015/12/28,81969,11,25-30yuan,500+order,high,15-30day
2015/12/28,81971,9,25-30yuan,200-500order,high,15-30day
2015/12/28,81980,1,30-35yuan,10-50order,high,3-7day
2015/12/28,81990,9,20-25yuan,200-500order,high,30+day
2015/12/28,81994,9,25-30yuan,200-500order,high,15-30day
2015/12/28,81997,15,30-35yuan,50-100order,high,15-30day
2015/12/28,82005,2,20-25yuan,200-500order,high,15-30day
2015/12/28,82023,19,30-35yuan,500+order,high,30+day
2015/12/28,82026,2,25-30yuan,50-100order,high,15-30day
2015/12/28,82029,1,30-35yuan,50-100order,low,15-30day
2015/12/28,82042,10,25-30yuan,10-50order,low,7-15day
2015/12/28,82048,1,30-35yuan,100-200order,high,30+day
2015/12/28,82052,16,30-35yuan,50-100order,high,15-30day
2015/12/28,82056,19,40+yuan,0-10order,low,30+day
2015/12/28,82057,1,30-35yuan,500+order,high,15-30day
2015/12/28,82058,15,30-35yuan,100-200order,high,15-30day
2015/12/28,82059,11,25-30yuan,500+order,high,15-30day
2015/12/28,82060,9,30-35yuan,10-50order,high,3-7day
2015/12/28,82063,9,30-35yuan,500+order,high,30+day
2015/12/28,82064,9,25-30yuan,500+order,high,30+day
2015/12/28,82074,9,35-40yuan,200-500order,high,30+day
2015/12/28,82075,9,20-25yuan,200-500order,high,30+day
2015/12/28,82076,11,25-30yuan,500+order,high,15-30day
2015/12/28,82080,17,20-25yuan,10-50order,low,15-30day
2015/12/28,82081,9,30-35yuan,200-500order,high,30+day
2015/12/28,82083,19,25-30yuan,500+order,high,30+day
2015/12/28,82084,9,30-35yuan,200-500order,high,7-15day
2015/12/28,82089,10,25-30yuan,50-100order,low,15-30day
2015/12/28,82092,8,25-30yuan,500+order,high,15-30day
2015/12/28,82093,9,35-40yuan,50-100order,low,15-30day
2015/12/28,82096,11,25-30yuan,50-100order,low,15-30day
2015/12/28,82097,9,25-30yuan,100-200order,high,15-30day
2015/12/28,82108,2,30-35yuan,200-500order,low,15-30day
2015/12/28,82109,9,20-25yuan,200-500order,high,7-15day
2015/12/28,82115,19,30-35yuan,500+order,high,30+day
2015/12/28,82120,2,25-30yuan,10-50order,high,0-3day
2015/12/28,82130,16,30-35yuan,50-100order,high,15-30day
2015/12/28,82131,5,20-25yuan,100-200order,low,15-30day
2015/12/28,82134,23,25-30yuan,50-100order,low,30+day
2015/12/28,82137,22,25-30yuan,200-500order,high,15-30day
2015/12/28,82147,11,40+yuan,0-10order,low,7-15day
2015/12/28,82148,19,25-30yuan,500+order,high,30+day
2015/12/28,82154,9,25-30yuan,500+order,high,30+day
2015/12/28,82158,10,20-25yuan,200-500order,high,7-15day
2015/12/28,82159,8,25-30yuan,500+order,high,30+day
2015/12/28,82160,6,25-30yuan,500+order,high,15-30day
2015/12/28,82164,11,25-30yuan,500+order,high,15-30day
2015/12/28,82181,9,20-25yuan,500+order,high,15-30day
2015/12/28,82183,14,40+yuan,0-10order,low,15-30day
2015/12/28,82184,23,25-30yuan,50-100order,low,15-30day
2015/12/28,82185,4,25-30yuan,100-200order,high,15-30day
2015/12/28,82192,6,25-30yuan,200-500order,high,7-15day
2015/12/28,82193,10,20-25yuan,50-100order,high,7-15day
2015/12/28,82198,11,20-25yuan,50-100order,high,15-30day
2015/12/28,82217,1,30-35yuan,200-500order,high,30+day
2015/12/28,82220,11,20-25yuan,10-50order,high,7-15day
2015/12/28,82226,8,30-35yuan,10-50order,low,30+day
2015/12/28,82231,19,30-35yuan,500+order,high,30+day
2015/12/28,82235,1,25-30yuan,100-200order,high,15-30day
2015/12/28,82239,11,25-30yuan,200-500order,low,15-30day
2015/12/28,82245,2,25-30yuan,100-200order,low,15-30day
2015/12/28,82247,3,30-35yuan,500+order,high,30+day
2015/12/28,82248,11,20-25yuan,500+order,high,15-30day
2015/12/28,82249,13,30-35yuan,500+order,high,7-15day
2015/12/28,82253,19,40+yuan,200-500order,high,30+day
2015/12/28,82255,15,20-25yuan,100-200order,high,15-30day
2015/12/28,82260,8,25-30yuan,500+order,high,30+day
2015/12/28,82265,16,25-30yuan,200-500order,low,15-30day
2015/12/28,82279,5,40+yuan,100-200order,low,30+day
2015/12/28,82280,19,30-35yuan,500+order,high,30+day
2015/12/28,82281,22,25-30yuan,500+order,low,30+day
2015/12/28,82282,1,35-40yuan,100-200order,high,7-15day
2015/12/28,82284,2,30-35yuan,200-500order,high,15-30day
2015/12/28,82285,4,25-30yuan,100-200order,high,7-15day
2015/12/28,82286,14,25-30yuan,200-500order,high,30+day
2015/12/28,82287,17,25-30yuan,200-500order,low,15-30day
2015/12/28,82292,9,25-30yuan,500+order,high,15-30day
2015/12/28,82295,19,40+yuan,0-10order,low,15-30day
2015/12/28,82297,10,40+yuan,10-50order,low,15-30day
2015/12/28,82301,2,20-25yuan,200-500order,high,15-30day
2015/12/28,82303,19,25-30yuan,500+order,low,30+day
2015/12/28,82305,12,30-35yuan,50-100order,high,30+day
2015/12/28,82308,2,30-35yuan,10-50order,high,7-15day
2015/12/28,82314,1,25-30yuan,100-200order,low,30+day
2015/12/28,82315,2,25-30yuan,10-50order,low,15-30day
2015/12/28,82319,8,40+yuan,0-10order,low,30+day
2015/12/28,82320,9,25-30yuan,500+order,low,30+day
2015/12/28,82321,15,30-35yuan,100-200order,high,15-30day
2015/12/28,82322,9,25-30yuan,500+order,high,30+day
2015/12/28,82327,2,25-30yuan,0-10order,high,0-3day
2015/12/28,82328,11,25-30yuan,500+order,high,15-30day
2015/12/28,82329,9,25-30yuan,200-500order,high,30+day
2015/12/28,82331,11,25-30yuan,50-100order,high,15-30day
2015/12/28,82335,19,25-30yuan,200-500order,high,15-30day
2015/12/28,82336,23,40+yuan,0-10order,low,15-30day
2015/12/28,82337,14,30-35yuan,200-500order,high,30+day
2015/12/28,82338,19,25-30yuan,500+order,high,30+day
2015/12/28,82339,7,25-30yuan,500+order,high,15-30day
2015/12/28,82346,9,25-30yuan,200-500order,high,30+day
2015/12/28,82347,5,30-35yuan,100-200order,high,30+day
2015/12/28,82352,2,25-30yuan,200-500order,high,15-30day
2015/12/28,82356,14,25-30yuan,200-500order,high,15-30day
2015/12/28,82358,9,25-30yuan,500+order,high,15-30day
2015/12/28,82374,22,20-25yuan,500+order,high,30+day
2015/12/28,82380,10,25-30yuan,10-50order,low,3-7day
2015/12/28,82382,7,20-25yuan,200-500order,high,15-30day
2015/12/28,82383,22,20-25yuan,100-200order,high,30+day
2015/12/28,82393,4,40+yuan,50-100order,high,3-7day
2015/12/28,82399,2,35-40yuan,10-50order,high,7-15day
2015/12/28,82406,1,25-30yuan,200-500order,low,15-30day
2015/12/28,82409,5,30-35yuan,200-500order,low,30+day
2015/12/28,82411,11,20-25yuan,0-10order,low,15-30day
2015/12/28,82415,1,30-35yuan,100-200order,high,15-30day
2015/12/28,82421,5,30-35yuan,200-500order,high,30+day
2015/12/28,82422,3,20-25yuan,100-200order,high,7-15day
2015/12/28,82425,4,25-30yuan,50-100order,high,3-7day
2015/12/28,82427,2,25-30yuan,100-200order,high,15-30day
2015/12/28,82429,3,35-40yuan,200-500order,high,30+day
2015/12/28,82434,9,25-30yuan,500+order,high,30+day
2015/12/28,82436,4,35-40yuan,10-50order,high,0-3day
2015/12/28,82437,12,30-35yuan,500+order,high,30+day
2015/12/28,82440,9,25-30yuan,0-10order,low,3-7day
2015/12/28,82446,15,30-35yuan,500+order,high,15-30day
2015/12/28,82450,22,25-30yuan,100-200order,low,30+day
2015/12/28,82456,5,25-30yuan,500+order,high,30+day
2015/12/28,82466,9,30-35yuan,100-200order,high,15-30day
2015/12/28,82480,9,25-30yuan,500+order,high,30+day
2015/12/28,82481,19,25-30yuan,500+order,high,15-30day
2015/12/28,82491,10,30-35yuan,100-200order,high,15-30day
2015/12/28,82494,16,25-30yuan,200-500order,high,15-30day
2015/12/28,82496,5,25-30yuan,100-200order,high,30+day
2015/12/28,82497,23,40+yuan,10-50order,low,30+day
2015/12/28,82500,6,20-25yuan,100-200order,high,15-30day
2015/12/28,82507,3,25-30yuan,500+order,high,30+day
2015/12/28,82510,5,25-30yuan,500+order,high,30+day
2015/12/28,82512,9,25-30yuan,500+order,high,30+day
2015/12/28,82520,11,40+yuan,0-10order,low,15-30day
2015/12/28,82522,22,25-30yuan,500+order,high,30+day
2015/12/28,82523,1,30-35yuan,50-100order,low,30+day
2015/12/28,82528,5,40+yuan,50-100order,low,30+day
2015/12/28,82531,22,35-40yuan,100-200order,low,30+day
2015/12/28,82541,8,25-30yuan,500+order,high,30+day
2015/12/28,82542,1,25-30yuan,200-500order,high,7-15day
2015/12/28,82543,19,40+yuan,500+order,high,30+day
2015/12/28,82547,1,25-30yuan,200-500order,high,30+day
2015/12/28,82550,11,20-25yuan,200-500order,high,15-30day
2015/12/28,82555,22,35-40yuan,100-200order,low,30+day
2015/12/28,82558,2,30-35yuan,200-500order,high,15-30day
2015/12/28,82559,1,30-35yuan,100-200order,low,15-30day
2015/12/28,82563,1,25-30yuan,200-500order,high,30+day
2015/12/28,82565,13,25-30yuan,100-200order,high,15-30day
2015/12/28,82579,13,30-35yuan,10-50order,low,15-30day
2015/12/28,82582,4,25-30yuan,200-500order,low,15-30day
2015/12/28,82587,5,30-35yuan,100-200order,low,30+day
2015/12/28,82591,1,35-40yuan,10-50order,low,15-30day
2015/12/28,82593,23,20-25yuan,500+order,high,30+day
2015/12/28,82595,9,30-35yuan,100-200order,high,15-30day
2015/12/28,82602,1,40+yuan,200-500order,high,30+day
2015/12/28,82609,3,30-35yuan,500+order,low,30+day
2015/12/28,82610,14,40+yuan,0-10order,low,30+day
2015/12/28,82612,10,25-30yuan,50-100order,low,15-30day
2015/12/28,82618,1,30-35yuan,500+order,high,15-30day
2015/12/28,82623,9,20-25yuan,500+order,high,30+day
2015/12/28,82624,1,20-25yuan,0-10order,low,30+day
2015/12/28,82629,6,25-30yuan,50-100order,low,15-30day
2015/12/28,82634,1,30-35yuan,200-500order,high,15-30day
2015/12/28,82639,14,35-40yuan,200-500order,low,30+day
2015/12/28,82640,17,40+yuan,0-10order,low,15-30day
2015/12/28,82646,1,30-35yuan,200-500order,high,15-30day
2015/12/28,82655,9,25-30yuan,500+order,high,30+day
2015/12/28,82656,2,40+yuan,0-10order,high,0-3day
2015/12/28,82658,2,25-30yuan,100-200order,high,15-30day
2015/12/28,82663,19,30-35yuan,100-200order,high,30+day
2015/12/28,82665,1,40+yuan,10-50order,low,15-30day
2015/12/28,82673,2,25-30yuan,200-500order,high,15-30day
2015/12/28,82674,9,25-30yuan,500+order,high,15-30day
2015/12/28,82675,19,25-30yuan,500+order,high,30+day
2015/12/28,82681,2,25-30yuan,500+order,high,15-30day
2015/12/28,82682,1,35-40yuan,100-200order,high,7-15day
2015/12/28,82691,11,30-35yuan,50-100order,low,15-30day
2015/12/28,82692,9,35-40yuan,500+order,high,30+day
